Date,USA IMI/UTILITIES
7/16/1998,481.5354901
7/17/1998,480.7241341
7/20/1998,478.689862
7/21/1998,474.5963751
7/22/1998,475.4435376
7/23/1998,471.6387038
7/24/1998,470.5476518
7/27/1998,471.0579003
7/28/1998,466.3140725
7/29/1998,464.9690435
7/30/1998,468.9107797
7/31/1998,460.7830551
8/3/1998,464.328398
8/4/1998,455.2912587
8/5/1998,455.5236649
8/6/1998,456.145126
8/7/1998,461.2437246
8/10/1998,459.4711887
8/11/1998,455.5590073
8/12/1998,467.1642514
8/13/1998,463.3142735
8/14/1998,463.1293304
8/17/1998,468.0682609
8/18/1998,468.7991993
8/19/1998,466.2347566
8/20/1998,465.9592136
8/21/1998,470.9473203
8/24/1998,473.857909
8/25/1998,471.0930848
8/26/1998,470.851497
8/27/1998,466.0129038
8/28/1998,468.1270554
8/31/1998,460.9625199
9/1/1998,462.0315008
9/2/1998,456.1373581
9/3/1998,454.2796311
9/4/1998,455.8601962
9/7/1998,455.8601962
9/8/1998,464.1270308
9/9/1998,463.7641002
9/10/1998,463.5807352
9/11/1998,469.1002466
9/14/1998,474.5565876
9/15/1998,480.8932642
9/16/1998,484.8996962
9/17/1998,481.2564162
9/18/1998,484.6680901
9/21/1998,484.9775092
9/22/1998,487.1184796
9/23/1998,494.878272
9/24/1998,488.4978031
9/25/1998,488.802449
9/28/1998,491.4372178
9/29/1998,498.2159923
9/30/1998,501.7152576
10/1/1998,501.0288378
10/2/1998,510.1465807
10/5/1998,517.8055644
10/6/1998,517.1122298
10/7/1998,520.3066927
10/8/1998,521.3126407
10/9/1998,506.7413667
10/12/1998,491.5471265
10/13/1998,497.967992
10/14/1998,507.2094294
10/15/1998,512.902962
10/16/1998,503.5415721
10/19/1998,499.1185136
10/20/1998,492.1639195
10/21/1998,491.5308762
10/22/1998,495.9053692
10/23/1998,490.9697169
10/26/1998,490.8961971
10/27/1998,490.2140683
10/28/1998,492.2652419
10/29/1998,490.0323762
10/30/1998,494.1012181
11/2/1998,499.9950043
11/3/1998,503.7350678
11/4/1998,503.1212302
11/5/1998,504.3303219
11/6/1998,505.1749541
11/9/1998,503.4002592
11/10/1998,508.7945644
11/11/1998,502.5222658
11/12/1998,503.7942493
11/13/1998,504.6960202
11/16/1998,508.4591026
11/17/1998,508.0119295
11/18/1998,506.3242745
11/19/1998,505.6050108
11/20/1998,506.786934
11/23/1998,509.3432028
11/24/1998,509.413254
11/25/1998,510.1646317
11/26/1998,510.1646317
11/27/1998,509.2087465
11/30/1998,501.5492095
12/1/1998,505.1252543
12/2/1998,505.1525705
12/3/1998,503.335765
12/4/1998,510.8734889
12/7/1998,512.0567716
12/8/1998,512.108682
12/9/1998,510.1719863
12/10/1998,504.774229
12/11/1998,505.4682635
12/14/1998,503.2607383
12/15/1998,504.7095507
12/16/1998,507.3387111
12/17/1998,513.84795
12/18/1998,515.9677889
12/21/1998,517.341084
12/22/1998,513.0598417
12/23/1998,516.0102132
12/24/1998,514.7645694
12/25/1998,514.7645694
12/28/1998,512.5579429
12/29/1998,513.7083279
12/30/1998,512.9976531
12/31/1998,517.6545787
1/1/1999,517.6545787
1/4/1999,517.7187396
1/5/1999,516.6174913
1/6/1999,517.179719
1/7/1999,514.34151
1/8/1999,512.1895174
1/11/1999,505.4828893
1/12/1999,505.6936122
1/13/1999,504.0270648
1/14/1999,497.5599306
1/15/1999,501.4602691
1/18/1999,501.4602691
1/19/1999,498.1788305
1/20/1999,495.6005958
1/21/1999,498.5874913
1/22/1999,500.8637156
1/25/1999,500.518377
1/26/1999,499.4022939
1/27/1999,493.0427113
1/28/1999,492.4608815
1/29/1999,488.2114742
2/1/1999,481.0473101
2/2/1999,479.9871614
2/3/1999,480.7617708
2/4/1999,475.9161791
2/5/1999,477.870976
2/8/1999,481.4049215
2/9/1999,477.2142522
2/10/1999,476.3628356
2/11/1999,474.1038447
2/12/1999,466.4646209
2/15/1999,466.4646209
2/16/1999,469.4604563
2/17/1999,473.169523
2/18/1999,477.8861196
2/19/1999,475.6269317
2/22/1999,480.001346
2/23/1999,476.2362649
2/24/1999,476.0723661
2/25/1999,471.4448081
2/26/1999,471.2501467
3/1/1999,468.4286568
3/2/1999,470.5414535
3/3/1999,473.0975388
3/4/1999,479.3470306
3/5/1999,484.9990235
3/8/1999,480.9308073
3/9/1999,473.9666195
3/10/1999,475.9564002
3/11/1999,479.3192323
3/12/1999,484.7278437
3/15/1999,481.8569719
3/16/1999,481.4471179
3/17/1999,483.3550276
3/18/1999,487.4867193
3/19/1999,484.3746925
3/22/1999,483.1328066
3/23/1999,479.4648474
3/24/1999,488.9655949
3/25/1999,486.6427393
3/26/1999,479.6639402
3/29/1999,478.3357692
3/30/1999,469.5382646
3/31/1999,465.7268072
4/1/1999,470.0143358
4/2/1999,470.0143358
4/5/1999,473.4380813
4/6/1999,468.3295006
4/7/1999,466.0925514
4/8/1999,473.7723991
4/9/1999,473.1251053
4/12/1999,477.9062788
4/13/1999,476.5627709
4/14/1999,471.2330344
4/15/1999,475.0166308
4/16/1999,480.69026
4/19/1999,485.2188261
4/20/1999,492.904377
4/21/1999,492.3583401
4/22/1999,490.7933294
4/23/1999,489.7272663
4/26/1999,490.9593312
4/27/1999,494.2132767
4/28/1999,497.6398639
4/29/1999,503.3487522
4/30/1999,502.831508
5/3/1999,509.5461984
5/4/1999,505.9627757
5/5/1999,507.2109907
5/6/1999,507.3559848
5/7/1999,508.5774333
5/10/1999,509.2992125
5/11/1999,510.5762821
5/12/1999,510.8569528
5/13/1999,519.2582856
5/14/1999,512.2935096
5/17/1999,517.559472
5/18/1999,517.3957894
5/19/1999,524.7108612
5/20/1999,525.4953582
5/21/1999,526.8626631
5/24/1999,529.9331959
5/25/1999,530.6998871
5/26/1999,534.3866176
5/27/1999,527.3453361
5/28/1999,532.7797282
5/31/1999,532.7797282
6/1/1999,527.7408286
6/2/1999,526.0576707
6/3/1999,527.5282025
6/4/1999,532.6717101
6/7/1999,533.2556811
6/8/1999,531.0194558
6/9/1999,531.4376019
6/10/1999,524.573122
6/11/1999,525.2081043
6/14/1999,529.1324189
6/15/1999,533.4639559
6/16/1999,537.5816109
6/17/1999,536.5271769
6/18/1999,534.3290757
6/21/1999,529.6933138
6/22/1999,531.4153478
6/23/1999,529.8577632
6/24/1999,526.9406293
6/25/1999,523.7659402
6/28/1999,526.0387213
6/29/1999,524.9394627
6/30/1999,514.7178241
7/1/1999,518.2049186
7/2/1999,520.1707443
7/5/1999,520.1707443
7/6/1999,520.835748
7/7/1999,520.3773937
7/8/1999,518.1972337
7/9/1999,521.8714759
7/12/1999,519.3728984
7/13/1999,519.207248
7/14/1999,519.8860369
7/15/1999,521.6950757
7/16/1999,521.1548196
7/19/1999,522.4868821
7/20/1999,521.4845168
7/21/1999,522.9541085
7/22/1999,522.4570554
7/23/1999,522.581848
7/26/1999,522.7763824
7/27/1999,521.8115932
7/28/1999,518.6174201
7/29/1999,513.1758139
7/30/1999,514.7688709
8/2/1999,516.7802976
8/3/1999,518.0441327
8/4/1999,515.9395013
8/5/1999,516.2641035
8/6/1999,516.1504979
8/9/1999,515.3556135
8/10/1999,512.3297522
8/11/1999,513.4993428
8/12/1999,507.4243706
8/13/1999,509.9551884
8/16/1999,507.3141432
8/17/1999,508.7346638
8/18/1999,507.5669218
8/19/1999,513.5852172
8/20/1999,520.8263844
8/23/1999,521.9616748
8/24/1999,523.0395562
8/25/1999,530.4607431
8/26/1999,525.8159294
8/27/1999,524.1370426
8/30/1999,518.2810053
8/31/1999,517.3456496
9/1/1999,519.3473294
9/2/1999,515.595413
9/3/1999,523.7956808
9/6/1999,523.7956808
9/7/1999,518.5083017
9/8/1999,515.3622582
9/9/1999,518.910534
9/10/1999,521.9623316
9/13/1999,518.4403665
9/14/1999,515.2465922
9/15/1999,514.9454006
9/16/1999,512.560958
9/17/1999,516.3209732
9/20/1999,512.2966923
9/21/1999,503.3823128
9/22/1999,501.446898
9/23/1999,493.0704452
9/24/1999,490.5714024
9/27/1999,490.2189873
9/28/1999,485.2411082
9/29/1999,489.4575434
9/30/1999,495.9348369
10/1/1999,500.4319442
10/4/1999,508.1387712
10/5/1999,502.4562424
10/6/1999,502.8195037
10/7/1999,494.7927485
10/8/1999,496.0767319
10/11/1999,492.137407
10/12/1999,490.150242
10/13/1999,490.9952484
10/14/1999,495.4319349
10/15/1999,487.7188223
10/18/1999,491.4944568
10/19/1999,487.3775234
10/20/1999,487.2530429
10/21/1999,485.1662635
10/22/1999,487.2550026
10/25/1999,487.6927917
10/26/1999,487.0307823
10/27/1999,498.1767239
10/28/1999,504.8777325
10/29/1999,505.2586855
11/1/1999,503.5389837
11/2/1999,505.9543635
11/3/1999,505.2017585
11/4/1999,500.4433952
11/5/1999,501.4555933
11/8/1999,500.1062582
11/9/1999,497.0453259
11/10/1999,494.4708857
11/11/1999,496.0229274
11/12/1999,497.4303982
11/15/1999,496.4615867
11/16/1999,496.7738353
11/17/1999,493.3323743
11/18/1999,491.0631989
11/19/1999,486.6493366
11/22/1999,477.3523729
11/23/1999,468.9584433
11/24/1999,472.292273
11/25/1999,472.292273
11/26/1999,470.0246172
11/29/1999,462.4760036
11/30/1999,472.7176291
12/1/1999,470.7539666
12/2/1999,472.6281881
12/3/1999,474.7315766
12/6/1999,471.5451262
12/7/1999,466.5146503
12/8/1999,462.3594976
12/9/1999,461.9566445
12/10/1999,458.181279
12/13/1999,453.4546615
12/14/1999,453.9416939
12/15/1999,459.2143371
12/16/1999,455.8135539
12/17/1999,460.9020128
12/20/1999,459.5155198
12/21/1999,464.2598314
12/22/1999,463.2086442
12/23/1999,467.9054397
12/24/1999,467.9054397
12/27/1999,470.0291392
12/28/1999,471.3009919
12/29/1999,469.2802029
12/30/1999,471.9957663
12/31/1999,472.1436692
1/3/2000,461.3961269
1/4/2000,461.8108738
1/5/2000,477.605644
1/6/2000,483.6269459
1/7/2000,490.0245371
1/10/2000,488.1917359
1/11/2000,485.7913328
1/12/2000,492.4970386
1/13/2000,495.2550695
1/14/2000,497.4241757
1/17/2000,497.4241757
1/18/2000,490.5680806
1/19/2000,493.356677
1/20/2000,507.6258827
1/21/2000,522.1198453
1/24/2000,518.3240451
1/25/2000,506.3100811
1/26/2000,509.1135358
1/27/2000,507.7572505
1/28/2000,501.09136
1/31/2000,515.7958979
2/1/2000,512.6416356
2/2/2000,509.9281769
2/3/2000,518.2499012
2/4/2000,506.6392161
2/7/2000,504.9972284
2/8/2000,512.1467628
2/9/2000,509.869031
2/10/2000,507.2869655
2/11/2000,502.7024508
2/14/2000,506.662724
2/15/2000,509.0690438
2/16/2000,509.6550463
2/17/2000,507.8973198
2/18/2000,500.4799078
2/21/2000,500.4799078
2/22/2000,494.4889233
2/23/2000,489.4015674
2/24/2000,478.9069578
2/25/2000,472.624382
2/28/2000,483.9405805
2/29/2000,487.9255668
3/1/2000,486.4048923
3/2/2000,490.1631787
3/3/2000,493.0588922
3/6/2000,481.5789404
3/7/2000,484.2548444
3/8/2000,480.0325274
3/9/2000,480.5851525
3/10/2000,484.3029576
3/13/2000,479.2446307
3/14/2000,475.5452408
3/15/2000,492.2810039
3/16/2000,512.5391011
3/17/2000,504.5257933
3/20/2000,503.4555978
3/21/2000,504.9946598
3/22/2000,500.2199006
3/23/2000,504.9921689
3/24/2000,503.0077622
3/27/2000,508.2349606
3/28/2000,499.6497988
3/29/2000,511.9407553
3/30/2000,513.1732369
3/31/2000,518.7500326
4/3/2000,517.305855
4/4/2000,511.9193776
4/5/2000,514.7939617
4/6/2000,511.9940408
4/7/2000,513.5289206
4/10/2000,521.2751063
4/11/2000,520.7605591
4/12/2000,527.531945
4/13/2000,539.3576293
4/14/2000,522.4055188
4/17/2000,522.3728826
4/18/2000,524.0374048
4/19/2000,527.728144
4/20/2000,535.5562827
4/21/2000,535.5562827
4/24/2000,541.9056132
4/25/2000,555.384111
4/26/2000,564.0235343
4/27/2000,555.0001071
4/28/2000,548.7854014
5/1/2000,551.5151561
5/2/2000,547.5816337
5/3/2000,544.1413466
5/4/2000,551.4788778
5/5/2000,547.4875427
5/8/2000,555.8609095
5/9/2000,552.1830536
5/10/2000,556.1332511
5/11/2000,569.3860146
5/12/2000,563.3489834
5/15/2000,571.0584379
5/16/2000,567.8096535
5/17/2000,559.1246348
5/18/2000,564.9637906
5/19/2000,563.5714538
5/22/2000,565.3426712
5/23/2000,557.8478429
5/24/2000,558.5867939
5/25/2000,558.3667608
5/26/2000,564.5878576
5/29/2000,564.5878576
5/30/2000,562.8692377
5/31/2000,570.1700601
6/1/2000,572.2549295
6/2/2000,565.3879291
6/5/2000,546.4167097
6/6/2000,560.5496937
6/7/2000,561.4947252
6/8/2000,563.3387783
6/9/2000,568.6235563
6/12/2000,573.2506483
6/13/2000,577.1717988
6/14/2000,565.1286285
6/15/2000,573.2900801
6/16/2000,572.7615048
6/19/2000,567.7808506
6/20/2000,569.2228586
6/21/2000,570.5880465
6/22/2000,562.6432144
6/23/2000,562.304364
6/26/2000,565.2859929
6/27/2000,550.1632071
6/28/2000,560.7937979
6/29/2000,554.8411201
6/30/2000,540.9642933
7/3/2000,554.9835308
7/4/2000,554.9835308
7/5/2000,550.1966854
7/6/2000,554.8545499
7/7/2000,560.1613794
7/10/2000,569.4371654
7/11/2000,574.3600094
7/12/2000,574.0475016
7/13/2000,576.6141548
7/14/2000,575.8169969
7/17/2000,579.422572
7/18/2000,578.6155096
7/19/2000,583.4834048
7/20/2000,581.7592588
7/21/2000,580.9680721
7/24/2000,577.7509227
7/25/2000,580.4463623
7/26/2000,573.7452448
7/27/2000,582.5754284
7/28/2000,578.0430165
7/31/2000,574.4158538
8/1/2000,589.8257353
8/2/2000,597.7039416
8/3/2000,604.7162196
8/4/2000,607.8738964
8/7/2000,622.0716948
8/8/2000,628.7770027
8/9/2000,623.7206438
8/10/2000,621.237233
8/11/2000,627.2861045
8/14/2000,637.7672749
8/15/2000,636.710252
8/16/2000,638.3530356
8/17/2000,645.5187425
8/18/2000,644.8603821
8/21/2000,641.0846626
8/22/2000,641.4779644
8/23/2000,650.6396606
8/24/2000,639.8082595
8/25/2000,635.3167703
8/28/2000,644.2137438
8/29/2000,640.226756
8/30/2000,644.5230908
8/31/2000,651.6445761
9/1/2000,657.4075572
9/4/2000,657.4075572
9/5/2000,662.4704108
9/6/2000,670.4663403
9/7/2000,673.1691023
9/8/2000,686.0358634
9/11/2000,702.6769779
9/12/2000,703.0252296
9/13/2000,701.2229418
9/14/2000,696.7526999
9/15/2000,709.6110016
9/18/2000,704.3845191
9/19/2000,678.2796672
9/20/2000,667.6893945
9/21/2000,657.4345095
9/22/2000,671.0811066
9/25/2000,675.261728
9/26/2000,690.1268864
9/27/2000,699.8073456
9/28/2000,705.7843475
9/29/2000,708.96778
10/2/2000,711.0347625
10/3/2000,699.9773733
10/4/2000,681.4100525
10/5/2000,671.4327489
10/6/2000,674.3251059
10/9/2000,681.3542758
10/10/2000,687.5614115
10/11/2000,684.9062271
10/12/2000,675.2924236
10/13/2000,679.3181753
10/16/2000,687.5502938
10/17/2000,684.37292
10/18/2000,670.2768222
10/19/2000,671.2537467
10/20/2000,669.623438
10/23/2000,674.5150743
10/24/2000,666.983052
10/25/2000,649.8621446
10/26/2000,643.9823159
10/27/2000,657.3276694
10/30/2000,672.7269932
10/31/2000,676.543929
11/1/2000,690.8718085
11/2/2000,684.1352048
11/3/2000,674.0551734
11/6/2000,679.3896809
11/7/2000,679.1565392
11/8/2000,681.0433956
11/9/2000,681.6005712
11/10/2000,684.0783983
11/13/2000,677.1439359
11/14/2000,667.268361
11/15/2000,676.2058161
11/16/2000,683.2903308
11/17/2000,693.8016333
11/20/2000,689.8418527
11/21/2000,685.5645683
11/22/2000,680.9607857
11/23/2000,680.9607857
11/24/2000,684.8162605
11/27/2000,685.8370706
11/28/2000,690.5298872
11/29/2000,684.2396735
11/30/2000,672.7283736
12/1/2000,672.5978873
12/4/2000,677.2274823
12/5/2000,674.5688753
12/6/2000,672.1061128
12/7/2000,675.8068182
12/8/2000,680.9656265
12/11/2000,687.8792493
12/12/2000,688.4870839
12/13/2000,690.9556757
12/14/2000,680.4990929
12/15/2000,683.2338958
12/18/2000,696.3423779
12/19/2000,699.7993827
12/20/2000,707.1345084
12/21/2000,700.8091268
12/22/2000,713.3083066
12/25/2000,713.3083066
12/26/2000,736.6886634
12/27/2000,738.2109796
12/28/2000,740.918959
12/29/2000,735.519516
1/1/2001,735.519516
1/2/2001,709.9420611
1/3/2001,678.7829469
1/4/2001,636.7113551
1/5/2001,638.6749954
1/8/2001,647.648338
1/9/2001,639.2681307
1/10/2001,635.5452796
1/11/2001,612.9586792
1/12/2001,625.881801
1/15/2001,625.881801
1/16/2001,617.6061143
1/17/2001,622.9446185
1/18/2001,631.6118433
1/19/2001,635.7270402
1/22/2001,646.7443497
1/23/2001,658.6578544
1/24/2001,665.7469439
1/25/2001,675.6327131
1/26/2001,673.9171869
1/29/2001,676.6380309
1/30/2001,669.9070576
1/31/2001,665.3855361
2/1/2001,659.9803323
2/2/2001,666.3115279
2/5/2001,675.1606932
2/6/2001,675.4427887
2/7/2001,685.4176792
2/8/2001,693.7426772
2/9/2001,703.1550741
2/12/2001,698.599682
2/13/2001,700.6730279
2/14/2001,698.4307994
2/15/2001,692.1870328
2/16/2001,697.4212217
2/19/2001,697.4212217
2/20/2001,698.7467274
2/21/2001,698.6825949
2/22/2001,695.1924137
2/23/2001,684.5872
2/26/2001,690.045021
2/27/2001,691.030265
2/28/2001,687.2119386
3/1/2001,689.7080775
3/2/2001,695.2045785
3/5/2001,696.0524184
3/6/2001,695.1715898
3/7/2001,703.6246099
3/8/2001,708.4828643
3/9/2001,701.6734305
3/12/2001,682.7705163
3/13/2001,674.6351943
3/14/2001,663.5594792
3/15/2001,679.0569399
3/16/2001,668.3195344
3/19/2001,669.3364372
3/20/2001,669.540401
3/21/2001,656.4557412
3/22/2001,631.9023125
3/23/2001,639.0123424
3/26/2001,664.1074296
3/27/2001,674.0770434
3/28/2001,672.3435101
3/29/2001,675.4319158
3/30/2001,690.2449174
4/2/2001,690.9129943
4/3/2001,683.8257796
4/4/2001,677.1186477
4/5/2001,680.8379637
4/6/2001,660.1455133
4/9/2001,675.8569068
4/10/2001,698.3640638
4/11/2001,695.388408
4/12/2001,694.1054193
4/13/2001,694.1054193
4/16/2001,703.6113654
4/17/2001,718.363084
4/18/2001,715.0942442
4/19/2001,702.1887106
4/20/2001,698.0593539
4/23/2001,711.2529692
4/24/2001,714.9911966
4/25/2001,717.0893972
4/26/2001,727.9481256
4/27/2001,726.3487067
4/30/2001,727.6338812
5/1/2001,726.2235939
5/2/2001,711.031505
5/3/2001,703.2178368
5/4/2001,712.2840112
5/7/2001,705.1832706
5/8/2001,697.4898504
5/9/2001,708.2074885
5/10/2001,707.1072491
5/11/2001,711.1197176
5/14/2001,715.4402753
5/15/2001,706.6746922
5/16/2001,711.0831415
5/17/2001,710.3381762
5/18/2001,720.523542
5/21/2001,726.1786401
5/22/2001,724.8311375
5/23/2001,726.6491573
5/24/2001,721.205225
5/25/2001,706.5800187
5/28/2001,706.5800187
5/29/2001,699.5224357
5/30/2001,698.8484347
5/31/2001,707.2144977
6/1/2001,700.6021792
6/4/2001,699.8372449
6/5/2001,685.1489686
6/6/2001,678.1642025
6/7/2001,671.8607627
6/8/2001,676.8857807
6/11/2001,686.3868918
6/12/2001,688.0296257
6/13/2001,672.6316214
6/14/2001,652.7487641
6/15/2001,661.8487434
6/18/2001,657.8581168
6/19/2001,662.3880167
6/20/2001,657.1394633
6/21/2001,637.4125006
6/22/2001,643.3136982
6/25/2001,637.4186647
6/26/2001,641.9120484
6/27/2001,649.3482685
6/28/2001,651.7149191
6/29/2001,653.9840225
7/2/2001,654.8282164
7/3/2001,655.4968146
7/4/2001,655.4968146
7/5/2001,663.5816366
7/6/2001,667.7635173
7/9/2001,670.8273966
7/10/2001,674.6811529
7/11/2001,665.2941237
7/12/2001,660.0638777
7/13/2001,657.1151452
7/16/2001,657.3497628
7/17/2001,655.6240287
7/18/2001,648.5387844
7/19/2001,647.4164853
7/20/2001,633.3020802
7/23/2001,615.5505082
7/24/2001,590.3402803
7/25/2001,608.0142341
7/26/2001,623.2273704
7/27/2001,624.0283835
7/30/2001,627.4766591
7/31/2001,624.5077512
8/1/2001,629.3786005
8/2/2001,637.5897929
8/3/2001,637.2391208
8/6/2001,620.7247166
8/7/2001,620.3679248
8/8/2001,604.4522199
8/9/2001,610.3952478
8/10/2001,614.0630115
8/13/2001,608.8263682
8/14/2001,611.4113808
8/15/2001,605.2915694
8/16/2001,605.7605384
8/17/2001,603.7359553
8/20/2001,606.0793234
8/21/2001,605.9194374
8/22/2001,611.0828589
8/23/2001,613.2042911
8/24/2001,617.0572428
8/27/2001,622.9475693
8/28/2001,623.3768029
8/29/2001,621.1724443
8/30/2001,611.1557421
8/31/2001,611.2052043
9/3/2001,611.2052043
9/4/2001,615.1684338
9/5/2001,607.7352105
9/6/2001,604.2846038
9/7/2001,605.6123403
9/10/2001,601.4254765
9/11/2001,601.4456808
9/12/2001,601.4456808
9/13/2001,601.4456808
9/14/2001,601.4456808
9/17/2001,588.408827
9/18/2001,577.8874383
9/19/2001,565.8605346
9/20/2001,568.6471027
9/21/2001,559.5117562
9/24/2001,557.8283281
9/25/2001,553.6510242
9/26/2001,532.1245538
9/27/2001,529.2126197
9/28/2001,548.1122065
10/1/2001,550.1542368
10/2/2001,563.6866559
10/3/2001,581.2546079
10/4/2001,583.8960817
10/5/2001,585.3704353
10/8/2001,583.7479082
10/9/2001,575.7129122
10/10/2001,584.8844624
10/11/2001,586.3947585
10/12/2001,584.5107395
10/15/2001,580.3406949
10/16/2001,590.8740993
10/17/2001,585.082482
10/18/2001,568.4831452
10/19/2001,576.3807597
10/22/2001,570.0869274
10/23/2001,559.5011622
10/24/2001,541.8521177
10/25/2001,552.9022998
10/26/2001,550.2306743
10/29/2001,549.8293165
10/30/2001,541.1646372
10/31/2001,545.2791624
11/1/2001,545.6715293
11/2/2001,536.6483624
11/5/2001,549.4209884
11/6/2001,550.5872126
11/7/2001,543.8757116
11/8/2001,554.3553132
11/9/2001,557.2846811
11/12/2001,559.7167458
11/13/2001,565.6090336
11/14/2001,555.6046571
11/15/2001,546.7787233
11/16/2001,549.4443737
11/19/2001,546.9508741
11/20/2001,551.5554209
11/21/2001,541.5277178
11/22/2001,541.5277178
11/23/2001,545.7753522
11/26/2001,541.0276958
11/27/2001,542.1397991
11/28/2001,523.6833353
11/29/2001,526.5271624
11/30/2001,523.1836465
12/3/2001,518.0618386
12/4/2001,527.875721
12/5/2001,529.9242363
12/6/2001,524.6073898
12/7/2001,531.9119838
12/10/2001,519.7332066
12/11/2001,504.8607525
12/12/2001,508.5423742
12/13/2001,512.3013557
12/14/2001,508.162912
12/17/2001,501.8657553
12/18/2001,511.5695285
12/19/2001,528.2391356
12/20/2001,525.1606891
12/21/2001,523.8111335
12/24/2001,527.6372253
12/25/2001,527.6372253
12/26/2001,532.9265304
12/27/2001,539.058878
12/28/2001,541.0484438
12/31/2001,539.5081892
1/1/2002,539.5081892
1/2/2002,546.0706743
1/3/2002,542.3123289
1/4/2002,540.4229605
1/7/2002,543.0094148
1/8/2002,537.3934899
1/9/2002,535.7471581
1/10/2002,537.6715067
1/11/2002,532.1239129
1/14/2002,533.8298315
1/15/2002,535.4124599
1/16/2002,534.046316
1/17/2002,527.6393813
1/18/2002,526.098911
1/21/2002,526.098911
1/22/2002,518.3337583
1/23/2002,520.9660087
1/24/2002,522.6491246
1/25/2002,521.5860064
1/28/2002,518.8430247
1/29/2002,505.1663825
1/30/2002,505.6915867
1/31/2002,512.4735521
2/1/2002,515.470059
2/4/2002,507.0234832
2/5/2002,498.6312195
2/6/2002,491.8615404
2/7/2002,494.4545862
2/8/2002,497.0320626
2/11/2002,501.8952449
2/12/2002,505.6478428
2/13/2002,509.196836
2/14/2002,506.7985512
2/15/2002,501.1783966
2/18/2002,501.1783966
2/19/2002,495.5472763
2/20/2002,494.4848873
2/21/2002,492.89232
2/22/2002,498.7885545
2/25/2002,497.8267986
2/26/2002,503.0241693
2/27/2002,506.0604469
2/28/2002,503.2171125
3/1/2002,512.0211234
3/4/2002,521.4257271
3/5/2002,530.6072262
3/6/2002,541.3963223
3/7/2002,544.5760013
3/8/2002,543.1162458
3/11/2002,545.6656857
3/12/2002,541.2881
3/13/2002,537.3082927
3/14/2002,537.7074322
3/15/2002,539.0729831
3/18/2002,545.6038655
3/19/2002,547.842459
3/20/2002,547.2293048
3/21/2002,560.686672
3/22/2002,558.5149569
3/25/2002,556.5356391
3/26/2002,552.5326091
3/27/2002,559.9206814
3/28/2002,559.6350657
3/29/2002,559.6350657
4/1/2002,557.7179771
4/2/2002,561.6438209
4/3/2002,556.8973735
4/4/2002,558.2523552
4/5/2002,555.5204307
4/8/2002,558.4755601
4/9/2002,553.9170107
4/10/2002,561.8555499
4/11/2002,552.6341423
4/12/2002,553.5821784
4/15/2002,547.1631272
4/16/2002,555.6247248
4/17/2002,562.0309043
4/18/2002,564.385102
4/19/2002,565.8123933
4/22/2002,565.5551401
4/23/2002,569.490647
4/24/2002,564.9719106
4/25/2002,554.2341255
4/26/2002,545.3154506
4/29/2002,544.2531042
4/30/2002,550.6783375
5/1/2002,549.3344283
5/2/2002,547.9200968
5/3/2002,547.8437161
5/6/2002,544.2249304
5/7/2002,535.6056529
5/8/2002,540.0136195
5/9/2002,536.1570315
5/10/2002,526.267847
5/13/2002,524.1828059
5/14/2002,527.4210996
5/15/2002,520.5555811
5/16/2002,509.4453478
5/17/2002,504.4688348
5/20/2002,513.4628481
5/21/2002,515.9969033
5/22/2002,527.6991427
5/23/2002,532.533962
5/24/2002,531.8673143
5/27/2002,531.8673143
5/28/2002,529.8398648
5/29/2002,515.1935966
5/30/2002,508.9900479
5/31/2002,507.9708117
6/3/2002,490.1767991
6/4/2002,496.1767895
6/5/2002,490.065568
6/6/2002,478.273323
6/7/2002,477.7417935
6/10/2002,478.3198526
6/11/2002,475.3918054
6/12/2002,479.7811816
6/13/2002,482.9443483
6/14/2002,479.2681648
6/17/2002,486.987875
6/18/2002,491.2963626
6/19/2002,486.2095036
6/20/2002,478.1012737
6/21/2002,481.2270908
6/24/2002,473.1731364
6/25/2002,469.8641061
6/26/2002,465.9823447
6/27/2002,467.4384517
6/28/2002,475.4712544
7/1/2002,467.7522809
7/2/2002,457.092082
7/3/2002,453.6744397
7/4/2002,453.6744397
7/5/2002,458.5386712
7/8/2002,454.1645948
7/9/2002,441.212506
7/10/2002,418.90863
7/11/2002,430.5734156
7/12/2002,417.2598159
7/15/2002,422.874366
7/16/2002,411.408108
7/17/2002,407.9832189
7/18/2002,396.1619364
7/19/2002,376.6208534
7/22/2002,368.8658501
7/23/2002,339.4838887
7/24/2002,366.4294277
7/25/2002,379.2186299
7/26/2002,375.131868
7/29/2002,381.7546848
7/30/2002,408.5604086
7/31/2002,413.6790672
8/1/2002,406.429329
8/2/2002,398.2269441
8/5/2002,393.7463475
8/6/2002,406.0109913
8/7/2002,410.5846719
8/8/2002,415.0263068
8/9/2002,416.9987406
8/12/2002,424.5802111
8/13/2002,413.3641602
8/14/2002,425.2824049
8/15/2002,424.6714459
8/16/2002,418.5996801
8/19/2002,424.2884861
8/20/2002,425.184041
8/21/2002,437.3050052
8/22/2002,444.095695
8/23/2002,437.0650348
8/26/2002,445.642352
8/27/2002,439.2486417
8/28/2002,436.2347242
8/29/2002,431.4456394
8/30/2002,428.1248272
9/2/2002,428.1248272
9/3/2002,414.4391574
9/4/2002,415.1337913
9/5/2002,413.3036063
9/6/2002,413.7817564
9/9/2002,412.369585
9/10/2002,403.958745
