Date,USA IMI/INFORMATION TECH
7/10/1998,844.928899
7/13/1998,861.4241312
7/14/1998,857.5167313
7/15/1998,873.3103248
7/16/1998,879.6945325
7/17/1998,886.103277
7/20/1998,892.9785215
7/21/1998,876.0481354
7/22/1998,868.0421715
7/23/1998,849.0040636
7/24/1998,846.0919655
7/27/1998,852.5423677
7/28/1998,839.6075027
7/29/1998,826.7918434
7/30/1998,854.3234348
7/31/1998,832.8146037
8/3/1998,827.2309124
8/4/1998,799.1652015
8/5/1998,807.0498247
8/6/1998,830.6844057
8/7/1998,834.6056386
8/10/1998,830.8384698
8/11/1998,812.8241773
8/12/1998,827.3934671
8/13/1998,815.6570688
8/14/1998,811.4118291
8/17/1998,829.4026169
8/18/1998,851.8997125
8/19/1998,844.2933258
8/20/1998,839.0081723
8/21/1998,826.0712811
8/24/1998,824.1366736
8/25/1998,827.3629751
8/26/1998,819.5857819
8/27/1998,782.6269018
8/28/1998,756.0140696
8/31/1998,682.6821949
9/1/1998,726.5303844
9/2/1998,732.4272889
9/3/1998,722.1236088
9/4/1998,716.7524221
9/7/1998,716.7524221
9/8/1998,765.0313464
9/9/1998,750.4400869
9/10/1998,734.8285302
9/11/1998,760.5791318
9/14/1998,771.8933139
9/15/1998,777.1245101
9/16/1998,784.5733817
9/17/1998,762.1517086
9/18/1998,762.1101379
9/21/1998,777.384117
9/22/1998,782.3660318
9/23/1998,814.5424841
9/24/1998,799.8401366
9/25/1998,813.7497849
9/28/1998,810.4363634
9/29/1998,808.376253
9/30/1998,783.3744627
10/1/1998,741.8343219
10/2/1998,736.9262921
10/5/1998,696.5613756
10/6/1998,683.8105322
10/7/1998,668.3832072
10/8/1998,658.377712
10/9/1998,698.4610574
10/12/1998,725.5684703
10/13/1998,704.0796671
10/14/1998,717.7733276
10/15/1998,755.0917669
10/16/1998,758.0992442
10/19/1998,771.8293377
10/20/1998,761.8263676
10/21/1998,788.1456897
10/22/1998,799.2938899
10/23/1998,795.7421093
10/26/1998,811.866602
10/27/1998,808.3951071
10/28/1998,820.3614006
10/29/1998,832.5823339
10/30/1998,836.8093817
11/2/1998,850.5787267
11/3/1998,841.2919685
11/4/1998,865.4452556
11/5/1998,872.0709681
11/6/1998,883.6048169
11/9/1998,888.5205914
11/10/1998,894.9639808
11/11/1998,900.8029797
11/12/1998,894.7089684
11/13/1998,889.3952085
11/16/1998,897.3680079
11/17/1998,905.0882899
11/18/1998,917.4330889
11/19/1998,924.8092546
11/20/1998,928.5990877
11/23/1998,959.3871177
11/24/1998,955.5583807
11/25/1998,963.9451165
11/26/1998,963.9451165
11/27/1998,977.4830337
11/30/1998,941.3514587
12/1/1998,978.0743703
12/2/1998,974.3200103
12/3/1998,955.36677
12/4/1998,988.1044115
12/7/1998,1014.3075
12/8/1998,1013.689884
12/9/1998,1018.919528
12/10/1998,994.2582331
12/11/1998,1007.023956
12/14/1998,970.1091484
12/15/1998,996.8057143
12/16/1998,991.2349556
12/17/1998,1012.389818
12/18/1998,1036.10476
12/21/1998,1069.592609
12/22/1998,1065.08948
12/23/1998,1092.309534
12/24/1998,1086.041326
12/25/1998,1086.041326
12/28/1998,1097.470917
12/29/1998,1092.233174
12/30/1998,1085.389355
12/31/1998,1091.182486
1/1/1999,1091.182486
1/4/1999,1101.797046
1/5/1999,1127.888213
1/6/1999,1159.015405
1/7/1999,1166.249352
1/8/1999,1172.61415
1/11/1999,1197.773013
1/12/1999,1159.684797
1/13/1999,1158.612957
1/14/1999,1138.985963
1/15/1999,1177.020102
1/18/1999,1177.020102
1/19/1999,1212.805832
1/20/1999,1221.330454
1/21/1999,1184.759469
1/22/1999,1166.295089
1/25/1999,1182.533746
1/26/1999,1230.618502
1/27/1999,1213.443149
1/28/1999,1248.959423
1/29/1999,1269.242565
2/1/1999,1265.211418
2/2/1999,1238.707134
2/3/1999,1250.618272
2/4/1999,1197.624551
2/5/1999,1171.448145
2/8/1999,1188.665344
2/9/1999,1135.530644
2/10/1999,1145.321723
2/11/1999,1200.455077
2/12/1999,1154.90035
2/15/1999,1154.90035
2/16/1999,1144.584178
2/17/1999,1106.434318
2/18/1999,1115.242515
2/19/1999,1126.440232
2/22/1999,1165.478546
2/23/1999,1185.712588
2/24/1999,1161.976426
2/25/1999,1148.842786
2/26/1999,1114.045922
3/1/1999,1116.022687
3/2/1999,1090.877564
3/3/1999,1098.2161
3/4/1999,1107.216866
3/5/1999,1135.339722
3/8/1999,1169.411441
3/9/1999,1163.023891
3/10/1999,1161.585443
3/11/1999,1162.140646
3/12/1999,1141.263082
3/15/1999,1167.958116
3/16/1999,1181.756892
3/17/1999,1178.88608
3/18/1999,1191.42893
3/19/1999,1166.440636
3/22/1999,1161.729654
3/23/1999,1125.565311
3/24/1999,1148.369974
3/25/1999,1182.380743
3/26/1999,1176.22414
3/29/1999,1221.613103
3/30/1999,1220.939791
3/31/1999,1210.946588
4/1/1999,1231.744545
4/2/1999,1231.744545
4/5/1999,1280.408668
4/6/1999,1292.963346
4/7/1999,1281.540717
4/8/1999,1290.930866
4/9/1999,1292.548553
4/12/1999,1261.865977
4/13/1999,1242.755338
4/14/1999,1214.303374
4/15/1999,1215.689341
4/16/1999,1190.222956
4/19/1999,1116.851568
4/20/1999,1147.264115
4/21/1999,1192.731954
4/22/1999,1243.357442
4/23/1999,1253.069593
4/26/1999,1291.60804
4/27/1999,1264.741414
4/28/1999,1233.65878
4/29/1999,1218.805092
4/30/1999,1230.444706
5/3/1999,1230.26217
5/4/1999,1203.442236
5/5/1999,1220.973287
5/6/1999,1186.367156
5/7/1999,1205.101421
5/10/1999,1225.865693
5/11/1999,1254.527454
5/12/1999,1281.157979
5/13/1999,1273.199084
5/14/1999,1237.50906
5/17/1999,1259.718673
5/18/1999,1266.047581
5/19/1999,1273.167972
5/20/1999,1252.236165
5/21/1999,1240.660243
5/24/1999,1209.204086
5/25/1999,1170.333319
5/26/1999,1202.988961
5/27/1999,1194.306761
5/28/1999,1216.934744
5/31/1999,1216.934744
6/1/1999,1184.88661
6/2/1999,1200.869621
6/3/1999,1186.02012
6/4/1999,1235.783007
6/7/1999,1256.861453
6/8/1999,1224.90495
6/9/1999,1248.704738
6/10/1999,1230.639737
6/11/1999,1212.999711
6/14/1999,1192.947291
6/15/1999,1207.040595
6/16/1999,1269.359311
6/17/1999,1280.075157
6/18/1999,1291.465589
6/21/1999,1333.987528
6/22/1999,1303.53571
6/23/1999,1317.338379
6/24/1999,1289.343261
6/25/1999,1289.099198
6/28/1999,1312.322947
6/29/1999,1337.190954
6/30/1999,1367.097538
7/1/1999,1383.770248
7/2/1999,1403.829649
7/5/1999,1403.829649
7/6/1999,1399.920439
7/7/1999,1411.849883
7/8/1999,1430.813656
7/9/1999,1447.676847
7/12/1999,1446.180292
7/13/1999,1439.046767
7/14/1999,1466.522864
7/15/1999,1478.780806
7/16/1999,1491.161094
7/19/1999,1472.77195
7/20/1999,1400.593064
7/21/1999,1415.938663
7/22/1999,1365.418266
7/23/1999,1369.774619
7/26/1999,1331.483693
7/27/1999,1367.699573
7/28/1999,1387.915254
7/29/1999,1352.451372
7/30/1999,1348.898772
8/2/1999,1342.397056
8/3/1999,1328.557517
8/4/1999,1311.503621
8/5/1999,1327.31405
8/6/1999,1323.856974
8/9/1999,1316.316895
8/10/1999,1296.411017
8/11/1999,1347.165425
8/12/1999,1327.374983
8/13/1999,1375.063176
8/16/1999,1382.373729
8/17/1999,1386.222926
8/18/1999,1373.898879
8/19/1999,1358.77127
8/20/1999,1373.265733
8/23/1999,1410.822287
8/24/1999,1430.923935
8/25/1999,1461.611894
8/26/1999,1442.948471
8/27/1999,1438.529686
8/30/1999,1415.15751
8/31/1999,1431.686372
9/1/1999,1436.843208
9/2/1999,1434.141947
9/3/1999,1492.671315
9/6/1999,1492.671315
9/7/1999,1495.33455
9/8/1999,1476.500276
9/9/1999,1499.22864
9/10/1999,1521.43052
9/13/1999,1492.012093
9/14/1999,1510.682848
9/15/1999,1475.505802
9/16/1999,1476.311795
9/17/1999,1504.048543
9/20/1999,1517.147688
9/21/1999,1476.263647
9/22/1999,1492.426016
9/23/1999,1430.586499
9/24/1999,1434.916885
9/27/1999,1451.297639
9/28/1999,1455.541071
9/29/1999,1427.223932
9/30/1999,1431.882801
10/1/1999,1427.424858
10/4/1999,1458.747889
10/5/1999,1472.704531
10/6/1999,1491.666518
10/7/1999,1474.87897
10/8/1999,1472.24422
10/11/1999,1489.855019
10/12/1999,1459.464256
10/13/1999,1422.805264
10/14/1999,1424.921184
10/15/1999,1393.997498
10/18/1999,1369.222216
10/19/1999,1354.985093
10/20/1999,1402.437846
10/21/1999,1394.885451
10/22/1999,1398.036109
10/25/1999,1400.917385
10/26/1999,1406.533095
10/27/1999,1391.541025
10/28/1999,1428.297732
10/29/1999,1487.794659
11/1/1999,1490.820399
11/2/1999,1495.652546
11/3/1999,1523.162383
11/4/1999,1540.629173
11/5/1999,1563.668508
11/8/1999,1584.854141
11/9/1999,1576.851313
11/10/1999,1603.597063
11/11/1999,1626.740145
11/12/1999,1631.177046
11/15/1999,1617.524871
11/16/1999,1657.032389
11/17/1999,1642.794606
11/18/1999,1699.592162
11/19/1999,1716.102131
11/22/1999,1730.292767
11/23/1999,1715.776304
11/24/1999,1744.475167
11/25/1999,1744.475167
11/26/1999,1757.230881
11/29/1999,1739.255673
11/30/1999,1688.686256
12/1/1999,1716.117967
12/2/1999,1775.37233
12/3/1999,1814.232362
12/6/1999,1842.89438
12/7/1999,1858.881211
12/8/1999,1865.181686
12/9/1999,1866.886834
12/10/1999,1873.892666
12/13/1999,1890.256501
12/14/1999,1833.8868
12/15/1999,1868.529286
12/16/1999,1919.127539
12/17/1999,1935.987775
12/20/1999,1961.097248
12/21/1999,2016.775421
12/22/1999,2019.035905
12/23/1999,2035.918326
12/24/1999,2035.918326
12/27/1999,2038.298526
12/28/1999,2033.029375
12/29/1999,2068.598835
12/30/1999,2069.276049
12/31/1999,2079.807693
1/3/2000,2131.647066
1/4/2000,2011.618551
1/5/2000,1982.934154
1/6/2000,1865.920084
1/7/2000,1948.189919
1/10/2000,2035.279626
1/11/2000,1977.508506
1/12/2000,1942.465768
1/13/2000,1981.322564
1/14/2000,2037.869744
1/17/2000,2037.869744
1/18/2000,2058.566272
1/19/2000,2065.886648
1/20/2000,2083.279596
1/21/2000,2107.736291
1/24/2000,2047.378804
1/25/2000,2083.881264
1/26/2000,2022.566037
1/27/2000,2006.901891
1/28/2000,1930.655568
1/31/2000,1950.561545
2/1/2000,2002.175144
2/2/2000,2023.490433
2/3/2000,2097.38162
2/4/2000,2113.233925
2/7/2000,2149.895854
2/8/2000,2187.661882
2/9/2000,2159.155681
2/10/2000,2220.405822
2/11/2000,2167.619407
2/14/2000,2175.341263
2/15/2000,2181.779923
2/16/2000,2184.104523
2/17/2000,2235.64543
2/18/2000,2171.113274
2/21/2000,2171.113274
2/22/2000,2170.563918
2/23/2000,2251.296534
2/24/2000,2306.130974
2/25/2000,2286.989956
2/28/2000,2279.229577
2/29/2000,2341.055317
3/1/2000,2384.248388
3/2/2000,2377.835545
3/3/2000,2471.844455
3/6/2000,2488.180118
3/7/2000,2457.799048
3/8/2000,2478.741474
3/9/2000,2574.198155
3/10/2000,2569.828858
3/13/2000,2514.902743
3/14/2000,2425.168734
3/15/2000,2346.049205
3/16/2000,2411.556662
3/17/2000,2474.115592
3/20/2000,2413.47245
3/21/2000,2467.084142
3/22/2000,2539.836824
3/23/2000,2582.711194
3/24/2000,2596.332196
3/27/2000,2604.464564
3/28/2000,2535.770602
3/29/2000,2428.648418
3/30/2000,2330.75631
3/31/2000,2372.100671
4/3/2000,2207.256995
4/4/2000,2186.614028
4/5/2000,2212.77636
4/6/2000,2265.569871
4/7/2000,2364.121113
4/10/2000,2231.615024
4/11/2000,2152.708659
4/12/2000,1986.958291
4/13/2000,1937.342428
4/14/2000,1761.840601
4/17/2000,1917.94074
4/18/2000,2039.474225
4/19/2000,1984.707748
4/20/2000,1966.819044
4/21/2000,1966.819044
4/24/2000,1878.99124
4/25/2000,2008.475269
4/26/2000,1977.979262
4/27/2000,2048.275329
4/28/2000,2078.432685
5/1/2000,2114.262989
5/2/2000,2029.539778
5/3/2000,1980.790462
5/4/2000,1977.341428
5/5/2000,2023.079602
5/8/2000,1941.774323
5/9/2000,1891.430431
5/10/2000,1775.883314
5/11/2000,1841.953872
5/12/2000,1872.848757
5/15/2000,1913.158439
5/16/2000,1973.60447
5/17/2000,1938.259888
5/18/2000,1880.895433
5/19/2000,1805.831741
5/22/2000,1790.013942
5/23/2000,1692.020931
5/24/2000,1748.448128
5/25/2000,1717.785126
5/26/2000,1720.097992
5/29/2000,1720.097992
5/30/2000,1861.699587
5/31/2000,1824.784653
6/1/2000,1925.593846
6/2/2000,2052.818704
6/5/2000,2061.92584
6/6/2000,2018.450198
6/7/2000,2067.951761
6/8/2000,2069.393359
6/9/2000,2078.589171
6/12/2000,2020.909357
6/13/2000,2064.401628
6/14/2000,2028.406024
6/15/2000,2063.391753
6/16/2000,2067.952045
6/19/2000,2145.85096
6/20/2000,2160.069955
6/21/2000,2187.033724
6/22/2000,2120.285511
6/23/2000,2068.897869
6/26/2000,2097.044775
6/27/2000,2057.116553
6/28/2000,2094.371397
6/29/2000,2060.670678
6/30/2000,2106.055699
7/3/2000,2121.229193
7/4/2000,2121.229193
7/5/2000,2022.823626
7/6/2000,2062.153757
7/7/2000,2105.901876
7/10/2000,2081.712799
7/11/2000,2064.624819
7/12/2000,2140.033714
7/13/2000,2200.159124
7/14/2000,2247.792714
7/17/2000,2271.220271
7/18/2000,2207.956452
7/19/2000,2147.054936
7/20/2000,2208.531545
7/21/2000,2144.768082
7/24/2000,2089.019955
7/25/2000,2118.997955
7/26/2000,2084.841419
7/27/2000,2009.545703
7/28/2000,1930.766828
7/31/2000,1983.964665
8/1/2000,1937.212536
8/2/2000,1922.822177
8/3/2000,1971.099626
8/4/2000,1982.118994
8/7/2000,2028.636035
8/8/2000,2034.862366
8/9/2000,2042.722342
8/10/2000,1998.405195
8/11/2000,2007.978994
8/14/2000,2050.006897
8/15/2000,2057.196504
8/16/2000,2068.072406
8/17/2000,2114.173467
8/18/2000,2121.475642
8/21/2000,2130.288094
8/22/2000,2132.837201
8/23/2000,2161.975757
8/24/2000,2182.02299
8/25/2000,2169.288824
8/28/2000,2192.315008
8/29/2000,2203.413097
8/30/2000,2201.905288
8/31/2000,2249.254854
9/1/2000,2259.203567
9/4/2000,2259.203567
9/5/2000,2209.688631
9/6/2000,2140.459409
9/7/2000,2191.026738
9/8/2000,2115.811658
9/11/2000,2063.25417
9/12/2000,2025.739884
9/13/2000,2042.800908
9/14/2000,2063.220859
9/15/2000,2023.229685
9/18/2000,1973.903236
9/19/2000,2062.447707
9/20/2000,2083.820507
9/21/2000,2041.005892
9/22/2000,2007.689015
9/25/2000,1966.05506
9/26/2000,1934.438058
9/27/2000,1909.244249
9/28/2000,1969.835375
9/29/2000,1889.957602
10/2/2000,1855.249788
10/3/2000,1786.001474
10/4/2000,1841.765339
10/5/2000,1803.987123
10/6/2000,1754.51944
10/9/2000,1756.249166
10/10/2000,1687.238464
10/11/2000,1635.402972
10/12/2000,1588.591902
10/13/2000,1730.724286
10/16/2000,1719.542374
10/17/2000,1668.3584
10/18/2000,1623.952279
10/19/2000,1772.562746
10/20/2000,1820.187005
10/23/2000,1807.803166
10/24/2000,1760.828988
10/25/2000,1640.989082
10/26/2000,1668.858307
10/27/2000,1682.451841
10/30/2000,1633.746478
10/31/2000,1735.66011
11/1/2000,1716.009458
11/2/2000,1769.832315
11/3/2000,1789.328246
11/6/2000,1772.468158
11/7/2000,1768.918543
11/8/2000,1656.58648
11/9/2000,1637.727889
11/10/2000,1537.251093
11/13/2000,1517.927246
11/14/2000,1624.928834
11/15/2000,1638.825078
11/16/2000,1564.409767
11/17/2000,1569.414217
11/20/2000,1494.802238
11/21/2000,1483.879301
11/22/2000,1422.949129
11/23/2000,1422.949129
11/24/2000,1501.611993
11/27/2000,1477.760582
11/28/2000,1396.428928
11/29/2000,1379.60753
11/30/2000,1311.309672
12/1/2000,1338.166597
12/4/2000,1334.549338
12/5/2000,1493.529591
12/6/2000,1436.824796
12/7/2000,1405.184558
12/8/2000,1494.660428
12/11/2000,1548.489209
12/12/2000,1506.269033
12/13/2000,1434.763377
12/14/2000,1392.994905
12/15/2000,1341.780482
12/18/2000,1310.697453
12/19/2000,1255.952633
12/20/2000,1149.568864
12/21/2000,1144.084734
12/22/2000,1244.124246
12/25/2000,1244.124246
12/26/2000,1225.434479
12/27/2000,1252.505414
12/28/2000,1253.232948
12/29/2000,1204.772128
1/1/2001,1204.772128
1/2/2001,1107.02183
1/3/2001,1297.321852
1/4/2001,1286.092582
1/5/2001,1198.174636
1/8/2001,1198.406526
1/9/2001,1221.985331
1/10/2001,1267.03191
1/11/2001,1334.042639
1/12/2001,1318.273613
1/15/2001,1318.273613
1/16/2001,1303.25551
1/17/2001,1354.349109
1/18/2001,1421.493127
1/19/2001,1435.586281
1/22/2001,1413.963256
1/23/2001,1450.771863
1/24/2001,1459.938225
1/25/2001,1394.98994
1/26/2001,1411.984577
1/29/2001,1440.918554
1/30/2001,1445.497194
1/31/2001,1408.56681
2/1/2001,1416.734203
2/2/2001,1346.816311
2/5/2001,1328.420845
2/6/2001,1340.191418
2/7/2001,1298.595909
2/8/2001,1270.1964
2/9/2001,1213.486146
2/12/2001,1214.473231
2/13/2001,1186.926766
2/14/2001,1230.072181
2/15/2001,1277.338567
2/16/2001,1195.127237
2/19/2001,1195.127237
2/20/2001,1124.328658
2/21/2001,1091.629879
2/22/2001,1082.690711
2/23/2001,1087.363911
2/26/2001,1096.782192
2/27/2001,1038.501892
2/28/2001,1007.476221
3/1/2001,1040.262185
3/2/2001,1000.10384
3/5/2001,1018.345832
3/6/2001,1061.690452
3/7/2001,1068.367388
3/8/2001,1038.44103
3/9/2001,964.1024982
3/12/2001,902.6924481
3/13/2001,957.040929
3/14/2001,937.6779522
3/15/2001,918.1811516
3/16/2001,887.160006
3/19/2001,924.6118888
3/20/2001,874.0530982
3/21/2001,876.9805426
3/22/2001,929.6985579
3/23/2001,946.9706295
3/26/2001,930.1187759
3/27/2001,954.0907806
3/28/2001,877.7245846
3/29/2001,853.9857921
3/30/2001,861.1434818
4/2/2001,831.7207099
4/3/2001,772.5106999
4/4/2001,754.706299
4/5/2001,840.7093861
4/6/2001,799.6726369
4/9/2001,803.6618235
4/10/2001,866.0705538
4/11/2001,897.5149533
4/12/2001,929.9570723
4/13/2001,929.9570723
4/16/2001,900.0207399
4/17/2001,906.0312579
4/18/2001,999.9028887
4/19/2001,1075.286568
4/20/2001,1072.682464
4/23/2001,1007.419553
4/24/2001,981.9659586
4/25/2001,998.4663331
4/26/2001,979.5783965
4/27/2001,1003.68378
4/30/2001,1022.907459
5/1/2001,1052.15538
5/2/2001,1083.159914
5/3/2001,1039.889029
5/4/2001,1061.595573
5/7/2001,1050.867581
5/8/2001,1066.29792
5/9/2001,1041.362666
5/10/2001,1025.617032
5/11/2001,1011.661422
5/14/2001,995.2540976
5/15/2001,995.6840802
5/16/2001,1038.198685
5/17/2001,1049.698642
5/18/2001,1052.006686
5/21/2001,1111.262226
5/22/2001,1113.065508
5/23/2001,1076.735772
5/24/2001,1090.627047
5/25/2001,1071.496199
5/28/2001,1071.496199
5/29/2001,1022.499255
5/30/2001,966.0853029
5/31/2001,979.5044545
6/1/2001,997.4192854
6/4/2001,998.2375521
6/5/2001,1044.558851
6/6/2001,1037.644991
6/7/2001,1069.99422
6/8/2001,1042.146577
6/11/2001,1016.976476
6/12/2001,1015.898106
6/13/2001,984.6443218
6/14/2001,939.4165011
6/15/2001,927.5705051
6/18/2001,906.3116552
6/19/2001,906.4372862
6/20/2001,916.6273068
6/21/2001,928.0006399
6/22/2001,922.2817385
6/25/2001,936.6666951
6/26/2001,944.7002088
6/27/2001,949.7532186
6/28/2001,977.601873
6/29/2001,993.1212104
7/2/2001,994.4632005
7/3/2001,991.6113407
7/4/2001,991.6113407
7/5/2001,958.4811019
7/6/2001,904.7044473
7/9/2001,913.9010746
7/10/2001,879.2726575
7/11/2001,887.0159842
7/12/2001,953.0535833
7/13/2001,956.4117859
7/16/2001,925.0400256
7/17/2001,941.6397957
7/18/2001,904.4711343
7/19/2001,928.5292728
7/20/2001,915.8110668
7/23/2001,896.1704812
7/24/2001,884.2864866
7/25/2001,898.6317007
7/26/2001,920.6025166
7/27/2001,922.821001
7/30/2001,919.4694039
7/31/2001,922.4200338
8/1/2001,949.6927635
8/2/2001,966.0657986
8/3/2001,954.4408676
8/6/2001,937.6922386
8/7/2001,931.5505475
8/8/2001,897.7864243
8/9/2001,896.0130568
8/10/2001,893.2075108
8/13/2001,904.7942383
8/14/2001,893.229967
8/15/2001,866.4803427
8/16/2001,873.9229492
8/17/2001,840.2956326
8/20/2001,844.6828734
8/21/2001,818.1090107
8/22/2001,834.7635147
8/23/2001,824.9909579
8/24/2001,869.8807248
8/27/2001,872.0200765
8/28/2001,848.6827975
8/29/2001,833.8524388
8/30/2001,797.2973721
8/31/2001,805.9578939
9/3/2001,805.9578939
9/4/2001,782.9211415
9/5/2001,772.8148484
9/6/2001,741.8308096
9/7/2001,737.4153524
9/10/2001,743.4249079
9/11/2001,743.4249079
9/12/2001,743.4252988
9/13/2001,743.4252988
9/14/2001,743.4252988
9/17/2001,693.0909457
9/18/2001,681.9834212
9/19/2001,669.3637599
9/20/2001,638.6609042
9/21/2001,617.2224844
9/24/2001,658.0993742
9/25/2001,656.2171327
9/26/2001,631.2758241
9/27/2001,620.4351215
9/28/2001,637.2635397
10/1/2001,627.2146856
10/2/2001,628.8392206
10/3/2001,678.4417774
10/4/2001,694.1857476
10/5/2001,703.253772
10/8/2001,712.0270982
10/9/2001,688.2615883
10/10/2001,714.4547555
10/11/2001,756.6250478
10/12/2001,762.4257814
10/15/2001,754.2401579
10/16/2001,768.2219588
10/17/2001,734.4564116
10/18/2001,734.2978539
10/19/2001,745.1297825
10/22/2001,763.3265486
10/23/2001,761.7462418
10/24/2001,780.8339439
10/25/2001,804.5341183
10/26/2001,796.5538822
10/29/2001,760.1886557
10/30/2001,742.7968759
10/31/2001,753.8449556
11/1/2001,786.6441689
11/2/2001,789.0842183
11/5/2001,812.3258881
11/6/2001,837.9323947
11/7/2001,838.9109736
11/8/2001,834.2014629
11/9/2001,835.3598891
11/12/2001,844.3231025
11/13/2001,872.1078368
11/14/2001,877.7405933
11/15/2001,876.6745109
11/16/2001,876.3424413
11/19/2001,890.2891835
11/20/2001,859.7660327
11/21/2001,854.2907978
11/22/2001,854.2907978
11/23/2001,868.3882547
11/26/2001,886.9817903
11/27/2001,884.4615656
11/28/2001,857.6345976
11/29/2001,881.955894
11/30/2001,880.8979071
12/3/2001,868.5421861
12/4/2001,900.4522659
12/5/2001,949.1546841
12/6/2001,949.6914253
12/7/2001,932.3602896
12/10/2001,918.2286472
12/11/2001,923.8195592
12/12/2001,932.1390102
12/13/2001,889.566844
12/14/2001,895.2361863
12/17/2001,906.8261205
12/18/2001,913.3103098
12/19/2001,899.8245898
12/20/2001,865.6840124
12/21/2001,877.1013742
12/24/2001,873.3891743
12/25/2001,873.3891743
12/26/2001,880.1080753
12/27/2001,889.7739606
12/28/2001,893.1984467
12/31/2001,876.1216941
1/1/2002,876.1216941
1/2/2002,898.8960618
1/3/2002,943.3037699
1/4/2002,952.3288181
1/7/2002,940.8554071
1/8/2002,948.0061903
1/9/2002,946.3680264
1/10/2002,940.9556729
1/11/2002,928.1404272
1/14/2002,914.0589266
1/15/2002,917.9861126
1/16/2002,887.9927532
1/17/2002,913.7242646
1/18/2002,882.7910844
1/21/2002,882.7910844
1/22/2002,848.6614872
1/23/2002,865.1874716
1/24/2002,879.9138871
1/25/2002,878.6201466
1/28/2002,884.0878039
1/29/2002,857.0517234
1/30/2002,871.2148985
1/31/2002,882.3393078
2/1/2002,869.0270908
2/4/2002,844.1347281
2/5/2002,834.0452451
2/6/2002,825.265464
2/7/2002,804.9681082
2/8/2002,818.4982472
2/11/2002,839.9225386
2/12/2002,829.6626159
2/13/2002,843.2758117
2/14/2002,835.6869307
2/15/2002,810.1862107
2/18/2002,810.1862107
2/19/2002,782.6768955
2/20/2002,790.6681404
2/21/2002,753.4501791
2/22/2002,754.9622627
2/25/2002,780.8048945
2/26/2002,777.9676701
2/27/2002,770.0069025
2/28/2002,757.1343557
3/1/2002,799.6960971
3/4/2002,831.8842057
3/5/2002,839.1178927
3/6/2002,844.6974973
3/7/2002,841.8600079
3/8/2002,869.2899507
3/11/2002,867.4045498
3/12/2002,849.6914517
3/13/2002,828.4365952
3/14/2002,820.6752572
3/15/2002,825.1445096
3/18/2002,827.6717218
3/19/2002,831.5277739
3/20/2002,805.6486705
3/21/2002,824.5210309
3/22/2002,815.0326731
3/25/2002,796.0584764
3/26/2002,801.3638233
3/27/2002,801.6973691
3/28/2002,815.0653195
3/29/2002,815.0653195
4/1/2002,826.2605078
4/2/2002,795.2818445
4/3/2002,783.6692999
4/4/2002,786.7863648
4/5/2002,772.1622149
4/8/2002,771.4146846
4/9/2002,748.0213786
4/10/2002,756.3549047
4/11/2002,734.2148267
4/12/2002,747.9479247
4/15/2002,747.1362054
4/16/2002,781.3714697
4/17/2002,781.6005469
4/18/2002,776.4611523
4/19/2002,775.8202407
4/22/2002,758.700962
4/23/2002,742.0028318
4/24/2002,729.3051204
4/25/2002,732.4928144
4/26/2002,706.3635642
4/29/2002,706.3292247
4/30/2002,717.34636
5/1/2002,711.6461194
5/2/2002,691.9661568
5/3/2002,672.3193252
5/6/2002,654.1696366
5/7/2002,652.3042976
5/8/2002,725.2202419
5/9/2002,700.7987443
5/10/2002,676.4942322
5/13/2002,706.1411793
5/14/2002,742.2137161
5/15/2002,741.7175316
5/16/2002,749.5288387
5/17/2002,754.5297593
5/20/2002,735.5650572
5/21/2002,715.7031336
5/22/2002,721.534453
5/23/2002,728.5904888
5/24/2002,710.2563245
5/27/2002,710.2563245
5/28/2002,704.6199391
5/29/2002,689.2273872
5/30/2002,694.2478208
5/31/2002,685.1951838
6/3/2002,660.0488604
6/4/2002,673.3763862
6/5/2002,680.5742907
6/6/2002,663.4944653
6/7/2002,647.3358047
6/10/2002,643.4069992
6/11/2002,627.4041594
6/12/2002,640.6248671
6/13/2002,630.3025096
6/14/2002,630.6032229
6/17/2002,652.8014728
6/18/2002,645.5687547
6/19/2002,617.1952205
6/20/2002,599.5571599
6/21/2002,583.8603306
6/24/2002,596.4844621
6/25/2002,576.8993949
6/26/2002,580.7474702
6/27/2002,595.4138622
6/28/2002,594.8350322
7/1/2002,565.955166
7/2/2002,546.5399113
7/3/2002,565.9707279
7/4/2002,565.9707279
7/5/2002,602.0937043
7/8/2002,578.7304242
7/9/2002,568.0123656
7/10/2002,553.4743521
7/11/2002,570.9850318
7/12/2002,574.165641
7/15/2002,586.0241892
7/16/2002,580.9354858
7/17/2002,588.2729484
7/18/2002,573.7542291
7/19/2002,556.4906668
7/22/2002,534.0360768
7/23/2002,510.1109394
7/24/2002,535.6685471
7/25/2002,499.7970484
7/26/2002,503.9307473
7/29/2002,539.1603816
7/30/2002,547.5866365
7/31/2002,537.3530814
8/1/2002,512.3417074
8/2/2002,497.113658
8/5/2002,476.7110213
8/6/2002,501.2853714
8/7/2002,513.3026027
8/8/2002,532.2450593
8/9/2002,525.6597827
8/12/2002,523.0025325
8/13/2002,509.3213763
8/14/2002,541.2269156
8/15/2002,547.9474986
8/16/2002,561.128841
8/19/2002,580.8459807
8/20/2002,568.4551955
8/21/2002,583.302322
8/22/2002,590.3762271
8/23/2002,568.5110297
8/26/2002,571.0890327
