7.985983140527774804e-02,4.464349255313142945e-02,4.278129287947846776e-02,3.644072501338547349e-02,2.189030104221871206e-02,3.049098077642111923e-02,4.524053067434667674e-02,3.948557937871022966e-02,3.360222085742715914e-02,2.169772001872235720e-02
4.464349255313142945e-02,4.078416148156443349e-02,3.686236173279756195e-02,3.198797401853493982e-02,2.134769152373548404e-02,2.844315799327878577e-02,3.778458527059275901e-02,3.520780185373489912e-02,2.819461519485041631e-02,2.061873581063050284e-02
4.278129287947846776e-02,3.686236173279756195e-02,3.900769578879724475e-02,3.295968300387434186e-02,2.195670061039452919e-02,2.904358487022921931e-02,3.900275883860689768e-02,3.634292448259052871e-02,2.889877712589088501e-02,2.141867445716257382e-02
3.644072501338547349e-02,3.198797401853493982e-02,3.295968300387434186e-02,3.529695132649728756e-02,2.036947299120428143e-02,2.782889872676583623e-02,3.498089536078134026e-02,3.678155245900458642e-02,2.838290554122846823e-02,1.839636052304730734e-02
2.189030104221871206e-02,2.134769152373548404e-02,2.195670061039452919e-02,2.036947299120428143e-02,2.278546513755856304e-02,2.051678176602485248e-02,2.323644092195966543e-02,2.342519075059021696e-02,2.042174031538235637e-02,2.105250788883616594e-02
3.049098077642111923e-02,2.844315799327878577e-02,2.904358487022921931e-02,2.782889872676583623e-02,2.051678176602485248e-02,3.471532091425685862e-02,3.118979932281923037e-02,3.273479322345538428e-02,2.514247638519326658e-02,1.994103962761575172e-02
4.524053067434667674e-02,3.778458527059275901e-02,3.900275883860689768e-02,3.498089536078134026e-02,2.323644092195966543e-02,3.118979932281923037e-02,4.771955420847953655e-02,3.821122629290470141e-02,3.135530301362298572e-02,2.276789975956990467e-02
3.948557937871022966e-02,3.520780185373489912e-02,3.634292448259052871e-02,3.678155245900458642e-02,2.342519075059021696e-02,3.273479322345538428e-02,3.821122629290470141e-02,4.752414681561040188e-02,3.167291449674857623e-02,2.199906227278936380e-02
3.360222085742715914e-02,2.819461519485041631e-02,2.889877712589088501e-02,2.838290554122846823e-02,2.042174031538235637e-02,2.514247638519326658e-02,3.135530301362298572e-02,3.167291449674857623e-02,3.633914584273542636e-02,2.051901295277211781e-02
2.169772001872235720e-02,2.061873581063050284e-02,2.141867445716257382e-02,1.839636052304730734e-02,2.105250788883616594e-02,1.994103962761575172e-02,2.276789975956990467e-02,2.199906227278936380e-02,2.051901295277211781e-02,3.670439674674656760e-02
