Date,USA IMI/HEALTH CARE
7/17/1998,655.2013542
7/20/1998,657.9818421
7/21/1998,638.9487493
7/22/1998,641.4372224
7/23/1998,623.8298811
7/24/1998,628.031079
7/27/1998,628.7868111
7/28/1998,618.2559748
7/29/1998,619.0635002
7/30/1998,628.4297378
7/31/1998,615.0680158
8/3/1998,607.6237665
8/4/1998,587.2234607
8/5/1998,591.6992364
8/6/1998,590.2738788
8/7/1998,594.2593769
8/10/1998,594.4729121
8/11/1998,587.8185444
8/12/1998,593.2470595
8/13/1998,593.281349
8/14/1998,588.4359139
8/17/1998,600.9808868
8/18/1998,606.9774477
8/19/1998,610.5128733
8/20/1998,605.1162843
8/21/1998,604.919731
8/24/1998,609.7924246
8/25/1998,612.8873425
8/26/1998,616.0647711
8/27/1998,593.5000099
8/28/1998,585.2298996
8/31/1998,536.7113777
9/1/1998,561.8236792
9/2/1998,563.4259989
9/3/1998,570.2341553
9/4/1998,563.8960481
9/7/1998,563.8960481
9/8/1998,589.4805371
9/9/1998,580.4565957
9/10/1998,569.0819447
9/11/1998,583.2632289
9/14/1998,597.0842286
9/15/1998,602.9127188
9/16/1998,601.885824
9/17/1998,592.3663325
9/18/1998,594.9732944
9/21/1998,600.9946989
9/22/1998,611.3718701
9/23/1998,625.7637914
9/24/1998,615.3941831
9/25/1998,611.5831526
9/28/1998,613.1435699
9/29/1998,616.5316939
9/30/1998,601.8338659
10/1/1998,577.588162
10/2/1998,582.123485
10/5/1998,579.1525049
10/6/1998,573.7117849
10/7/1998,556.2344844
10/8/1998,548.1326858
10/9/1998,562.4958622
10/12/1998,571.8078711
10/13/1998,565.4364729
10/14/1998,573.3498371
10/15/1998,593.0730237
10/16/1998,598.584176
10/19/1998,600.8841458
10/20/1998,594.406886
10/21/1998,600.4339175
10/22/1998,606.0397988
10/23/1998,608.7293855
10/26/1998,608.2626864
10/27/1998,605.7442136
10/28/1998,608.4537138
10/29/1998,625.4421358
10/30/1998,626.1456695
11/2/1998,634.2685001
11/3/1998,634.1853683
11/4/1998,630.4869318
11/5/1998,638.8115988
11/6/1998,647.1623265
11/9/1998,641.0043556
11/10/1998,645.2013455
11/11/1998,637.4684197
11/12/1998,635.2894343
11/13/1998,635.9819319
11/16/1998,642.4839205
11/17/1998,642.0066143
11/18/1998,651.7437039
11/19/1998,658.6074684
11/20/1998,666.7847702
11/23/1998,678.3989813
11/24/1998,672.9941231
11/25/1998,673.2378524
11/26/1998,673.2378524
11/27/1998,675.3257394
11/30/1998,663.038024
12/1/1998,668.7624678
12/2/1998,677.1225526
12/3/1998,659.2250839
12/4/1998,673.0472736
12/7/1998,674.2381797
12/8/1998,675.7010515
12/9/1998,675.077833
12/10/1998,661.6924719
12/11/1998,666.1299116
12/14/1998,649.7219814
12/15/1998,656.1740182
12/16/1998,656.4498886
12/17/1998,662.569246
12/18/1998,656.7244817
12/21/1998,655.5352905
12/22/1998,664.4497549
12/23/1998,675.6220506
12/24/1998,672.8371496
12/25/1998,672.8371496
12/28/1998,675.0888296
12/29/1998,693.5420794
12/30/1998,693.6930105
12/31/1998,697.2339682
1/1/1999,697.2339682
1/4/1999,691.0207055
1/5/1999,693.3748377
1/6/1999,699.843192
1/7/1999,693.7847387
1/8/1999,689.3013425
1/11/1999,674.4269428
1/12/1999,664.7431847
1/13/1999,668.9289995
1/14/1999,660.4495916
1/15/1999,671.6946696
1/18/1999,671.6946696
1/19/1999,665.9663259
1/20/1999,671.447619
1/21/1999,658.4182932
1/22/1999,651.8337759
1/25/1999,654.3027888
1/26/1999,665.8432229
1/27/1999,675.8593082
1/28/1999,685.802508
1/29/1999,694.2105782
2/1/1999,695.5575479
2/2/1999,696.5551297
2/3/1999,699.7189436
2/4/1999,692.3489242
2/5/1999,685.0045744
2/8/1999,683.4012678
2/9/1999,666.2928225
2/10/1999,669.7709791
2/11/1999,685.4323496
2/12/1999,683.1520834
2/15/1999,683.1520834
2/16/1999,690.3591813
2/17/1999,678.1808729
2/18/1999,683.8886117
2/19/1999,681.7081815
2/22/1999,697.1820959
2/23/1999,701.8820889
2/24/1999,692.1256321
2/25/1999,686.7186794
2/26/1999,690.2966104
3/1/1999,689.9613206
3/2/1999,689.500571
3/3/1999,686.3858684
3/4/1999,699.2131306
3/5/1999,711.0379646
3/8/1999,712.9066003
3/9/1999,711.311295
3/10/1999,709.071828
3/11/1999,716.3167246
3/12/1999,720.0119501
3/15/1999,730.0230837
3/16/1999,731.1118668
3/17/1999,718.8828364
3/18/1999,724.6512121
3/19/1999,715.6426434
3/22/1999,716.3460063
3/23/1999,697.1554517
3/24/1999,696.9753966
3/25/1999,703.0846402
3/26/1999,699.0049675
3/29/1999,711.6493753
3/30/1999,715.2509916
3/31/1999,705.5657072
4/1/1999,707.8736414
4/2/1999,707.8736414
4/5/1999,710.6733557
4/6/1999,706.9218895
4/7/1999,707.9745371
4/8/1999,720.2073637
4/9/1999,728.2022264
4/12/1999,739.9657153
4/13/1999,736.6516366
4/14/1999,712.1929867
4/15/1999,689.0832974
4/16/1999,684.9068792
4/19/1999,650.1687686
4/20/1999,672.8304429
4/21/1999,698.2955905
4/22/1999,711.4441999
4/23/1999,706.2906629
4/26/1999,702.7312149
4/27/1999,704.4839508
4/28/1999,681.9767175
4/29/1999,673.4034126
4/30/1999,666.9912476
5/3/1999,677.4433825
5/4/1999,673.0024473
5/5/1999,680.7806856
5/6/1999,680.0027902
5/7/1999,679.6018634
5/10/1999,672.5909831
5/11/1999,679.5156927
5/12/1999,688.6227955
5/13/1999,694.1624407
5/14/1999,675.075933
5/17/1999,676.6298054
5/18/1999,668.9580641
5/19/1999,677.3814981
5/20/1999,683.4976683
5/21/1999,672.9407631
5/24/1999,653.617683
5/25/1999,641.3065039
5/26/1999,640.3145785
5/27/1999,640.5262664
5/28/1999,656.5249517
5/31/1999,656.5249517
6/1/1999,650.2745181
6/2/1999,649.5013029
6/3/1999,656.3219421
6/4/1999,678.9168951
6/7/1999,671.5773995
6/8/1999,664.6826223
6/9/1999,661.3966367
6/10/1999,644.4851019
6/11/1999,641.1868429
6/14/1999,635.1080936
6/15/1999,639.9992039
6/16/1999,647.9628739
6/17/1999,654.8501361
6/18/1999,649.0855632
6/21/1999,645.1911042
6/22/1999,647.5453769
6/23/1999,642.7914794
6/24/1999,647.1290444
6/25/1999,644.0420977
6/28/1999,647.6614471
6/29/1999,663.7937364
6/30/1999,682.1914586
7/1/1999,689.0971323
7/2/1999,695.1131276
7/5/1999,695.1131276
7/6/1999,689.8419283
7/7/1999,689.7822196
7/8/1999,686.8521767
7/9/1999,687.1387877
7/12/1999,686.8325652
7/13/1999,688.5858884
7/14/1999,688.0047049
7/15/1999,698.4362778
7/16/1999,697.7801776
7/19/1999,686.7927059
7/20/1999,677.3458785
7/21/1999,678.7706254
7/22/1999,674.1885409
7/23/1999,670.4243247
7/26/1999,669.4092278
7/27/1999,671.544699
7/28/1999,670.2142271
7/29/1999,656.9730673
7/30/1999,655.5902353
8/2/1999,660.1624246
8/3/1999,655.1171125
8/4/1999,640.0642389
8/5/1999,640.8033203
8/6/1999,630.0107138
8/9/1999,632.5088363
8/10/1999,623.137655
8/11/1999,624.1602819
8/12/1999,636.5076957
8/13/1999,648.0049258
8/16/1999,650.9656241
8/17/1999,654.5335874
8/18/1999,651.0408714
8/19/1999,651.9018422
8/20/1999,669.9455325
8/23/1999,689.1752298
8/24/1999,689.023444
8/25/1999,704.9800438
8/26/1999,692.411779
8/27/1999,681.0275203
8/30/1999,680.2614406
8/31/1999,674.4840625
9/1/1999,685.1114079
9/2/1999,677.9013578
9/3/1999,695.2281071
9/6/1999,695.2281071
9/7/1999,690.1040375
9/8/1999,686.6684943
9/9/1999,684.0447694
9/10/1999,682.7772154
9/13/1999,680.527926
9/14/1999,670.6594542
9/15/1999,661.8898295
9/16/1999,660.8753492
9/17/1999,663.1584446
9/20/1999,663.9883222
9/21/1999,650.1961162
9/22/1999,652.2438024
9/23/1999,637.6358189
9/24/1999,627.1937439
9/27/1999,626.22856
9/28/1999,619.4809325
9/29/1999,614.3701443
9/30/1999,620.7793738
10/1/1999,637.0618395
10/4/1999,640.205555
10/5/1999,637.0690424
10/6/1999,653.3855821
10/7/1999,655.0043588
10/8/1999,674.0460218
10/11/1999,676.0699232
10/12/1999,663.046413
10/13/1999,649.3609525
10/14/1999,642.2233665
10/15/1999,623.046297
10/18/1999,631.135916
10/19/1999,656.9679519
10/20/1999,664.9080027
10/21/1999,669.3609886
10/22/1999,670.2724386
10/25/1999,664.6519935
10/26/1999,647.2699428
10/27/1999,655.8219594
10/28/1999,672.936471
10/29/1999,676.7741173
11/1/1999,676.4996061
11/2/1999,668.5403066
11/3/1999,682.0413052
11/4/1999,693.2517846
11/5/1999,693.0858242
11/8/1999,690.9769763
11/9/1999,683.2117389
11/10/1999,687.257754
11/11/1999,691.8428467
11/12/1999,692.22685
11/15/1999,690.9437458
11/16/1999,699.3289269
11/17/1999,697.423727
11/18/1999,697.8958474
11/19/1999,699.6904884
11/22/1999,705.3447156
11/23/1999,694.8345785
11/24/1999,702.5583333
11/25/1999,702.5583333
11/26/1999,699.956911
11/29/1999,704.675695
11/30/1999,691.7945651
12/1/1999,681.2757044
12/2/1999,685.7868147
12/3/1999,687.207643
12/6/1999,672.3028757
12/7/1999,655.7229583
12/8/1999,650.9835542
12/9/1999,647.0856427
12/10/1999,652.4743879
12/13/1999,642.2347091
12/14/1999,644.1308367
12/15/1999,656.9099359
12/16/1999,649.7733969
12/17/1999,640.6317477
12/20/1999,635.1050139
12/21/1999,636.1568294
12/22/1999,651.0313904
12/23/1999,669.797385
12/24/1999,669.797385
12/27/1999,675.3076842
12/28/1999,671.1208213
12/29/1999,667.865098
12/30/1999,670.7319968
12/31/1999,664.1501538
1/3/2000,661.8277836
1/4/2000,633.6398616
1/5/2000,646.1823489
1/6/2000,663.6660984
1/7/2000,713.5941787
1/10/2000,710.8390092
1/11/2000,701.9098775
1/12/2000,698.7769022
1/13/2000,711.26801
1/14/2000,719.1376824
1/17/2000,719.1376824
1/18/2000,710.9822603
1/19/2000,720.6432479
1/20/2000,718.6865565
1/21/2000,718.3870983
1/24/2000,687.8155116
1/25/2000,689.5896345
1/26/2000,694.167839
1/27/2000,692.1209588
1/28/2000,697.3114094
1/31/2000,710.9625275
2/1/2000,713.7838458
2/2/2000,714.4284611
2/3/2000,717.5102746
2/4/2000,718.4228588
2/7/2000,730.3372337
2/8/2000,741.0041136
2/9/2000,724.1779618
2/10/2000,712.132357
2/11/2000,695.0875022
2/14/2000,701.782301
2/15/2000,710.2043509
2/16/2000,716.6183243
2/17/2000,724.6680806
2/18/2000,706.8762239
2/21/2000,706.8762239
2/22/2000,707.2612176
2/23/2000,710.8540725
2/24/2000,704.2997769
2/25/2000,696.5440013
2/28/2000,697.209444
2/29/2000,705.5454272
3/1/2000,709.0842179
3/2/2000,709.9852557
3/3/2000,720.0811416
3/6/2000,702.8541326
3/7/2000,669.406252
3/8/2000,689.7049764
3/9/2000,709.6328129
3/10/2000,705.2445695
3/13/2000,679.5955872
3/14/2000,651.9990095
3/15/2000,682.8944772
3/16/2000,719.0384502
3/17/2000,704.7556678
3/20/2000,684.8947477
3/21/2000,695.5472775
3/22/2000,710.4123116
3/23/2000,703.6174012
3/24/2000,687.2852223
3/27/2000,682.6543295
3/28/2000,682.1983238
3/29/2000,684.5855491
3/30/2000,674.6391714
3/31/2000,686.9510042
4/3/2000,704.3614347
4/4/2000,716.210192
4/5/2000,718.9824014
4/6/2000,715.1802317
4/7/2000,712.7601442
4/10/2000,716.5608171
4/11/2000,721.8614742
4/12/2000,712.3764854
4/13/2000,709.7305281
4/14/2000,673.7219254
4/17/2000,680.2775192
4/18/2000,707.6429423
4/19/2000,709.3289146
4/20/2000,706.3271288
4/21/2000,706.3271288
4/24/2000,712.6307206
4/25/2000,720.3736631
4/26/2000,715.3479641
4/27/2000,715.1163703
4/28/2000,713.8156812
5/1/2000,718.6244912
5/2/2000,719.4013099
5/3/2000,710.7404999
5/4/2000,716.9794559
5/5/2000,740.48971
5/8/2000,751.3775014
5/9/2000,740.8378567
5/10/2000,727.3643387
5/11/2000,724.7199815
5/12/2000,726.8382138
5/15/2000,742.7054245
5/16/2000,751.2315551
5/17/2000,745.6840886
5/18/2000,746.7290483
5/19/2000,744.8042265
5/22/2000,731.9727495
5/23/2000,729.1428418
5/24/2000,735.7837086
5/25/2000,736.5868772
5/26/2000,731.9205667
5/29/2000,731.9772378
5/30/2000,739.2378662
5/31/2000,739.2313176
6/1/2000,741.5791155
6/2/2000,727.8086327
6/5/2000,734.0108504
6/6/2000,743.6045261
6/7/2000,743.743772
6/8/2000,739.8488565
6/9/2000,753.1345619
6/12/2000,745.9895078
6/13/2000,767.249833
6/14/2000,776.863638
6/15/2000,782.9006063
6/16/2000,785.6512378
6/19/2000,799.183999
6/20/2000,793.95844
6/21/2000,807.5199863
6/22/2000,784.2997456
6/23/2000,784.9861286
6/26/2000,799.9086104
6/27/2000,799.4884049
6/28/2000,806.4821099
6/29/2000,817.707821
6/30/2000,830.2895456
7/3/2000,829.694207
7/4/2000,829.694207
7/5/2000,840.4591053
7/6/2000,836.6967428
7/7/2000,839.1892114
7/10/2000,851.4406234
7/11/2000,858.4378385
7/12/2000,847.6512998
7/13/2000,815.0686796
7/14/2000,803.3065559
7/17/2000,821.0981886
7/18/2000,814.7437901
7/19/2000,800.4177562
7/20/2000,794.1893002
7/21/2000,799.6620776
7/24/2000,811.4078715
7/25/2000,791.6059452
7/26/2000,786.6238159
7/27/2000,798.0673421
7/28/2000,791.8326845
7/31/2000,786.2828647
8/1/2000,815.1584595
8/2/2000,822.6805979
8/3/2000,826.4148153
8/4/2000,824.7968002
8/7/2000,825.447688
8/8/2000,822.6116023
8/9/2000,789.130343
8/10/2000,787.5678739
8/11/2000,797.3415508
8/14/2000,795.6911035
8/15/2000,790.0735193
8/16/2000,793.2097119
8/17/2000,799.626451
8/18/2000,784.8198863
8/21/2000,796.7154362
8/22/2000,794.8872096
8/23/2000,799.3788413
8/24/2000,807.9177462
8/25/2000,816.0544582
8/28/2000,810.3194202
8/29/2000,803.5771601
8/30/2000,808.1726679
8/31/2000,816.0307842
9/1/2000,819.2165072
9/4/2000,819.2165072
9/5/2000,796.9856986
9/6/2000,776.8834123
9/7/2000,791.0809521
9/8/2000,793.3304929
9/11/2000,789.7996424
9/12/2000,794.8311277
9/13/2000,802.9258139
9/14/2000,803.2831183
9/15/2000,799.9458206
9/18/2000,789.5798336
9/19/2000,795.3191281
9/20/2000,798.722678
9/21/2000,817.8650171
9/22/2000,844.5047002
9/25/2000,842.9676366
9/26/2000,832.6181862
9/27/2000,834.1238295
9/28/2000,847.1325662
9/29/2000,849.6679441
10/2/2000,836.1666341
10/3/2000,834.7530088
10/4/2000,822.8613489
10/5/2000,839.8676032
10/6/2000,830.6631148
10/9/2000,822.7739149
10/10/2000,836.6257868
10/11/2000,836.2718614
10/12/2000,829.2827885
10/13/2000,827.3542561
10/16/2000,843.6673488
10/17/2000,853.3003372
10/18/2000,849.2561346
10/19/2000,839.4704643
10/20/2000,844.4386547
10/23/2000,865.0798485
10/24/2000,855.3436104
10/25/2000,868.4150165
10/26/2000,868.5521373
10/27/2000,857.2851657
10/30/2000,860.2878649
10/31/2000,866.5923221
11/1/2000,874.4958935
11/2/2000,881.1965828
11/3/2000,876.769466
11/6/2000,885.2813511
11/7/2000,881.8079283
11/8/2000,891.5766889
11/9/2000,884.6196191
11/10/2000,882.5399772
11/13/2000,844.3450193
11/14/2000,859.6260783
11/15/2000,872.4566255
11/16/2000,861.0050988
11/17/2000,857.2437683
11/20/2000,846.6386062
11/21/2000,857.4174985
11/22/2000,848.5626459
11/23/2000,848.5626459
11/24/2000,854.2046403
11/27/2000,878.151422
11/28/2000,877.3199563
11/29/2000,888.4605367
11/30/2000,873.8822818
12/1/2000,864.723151
12/4/2000,869.0522716
12/5/2000,878.638631
12/6/2000,860.882688
12/7/2000,863.0018943
12/8/2000,876.6174251
12/11/2000,882.6987092
12/12/2000,874.8429516
12/13/2000,884.1331604
12/14/2000,876.4131507
12/15/2000,870.2179993
12/18/2000,880.8025201
12/19/2000,885.2397158
12/20/2000,875.9995995
12/21/2000,863.7303062
12/22/2000,873.9343109
12/25/2000,873.9343109
12/26/2000,888.1195988
12/27/2000,898.2181803
12/28/2000,913.2532444
12/29/2000,907.2364595
1/1/2001,907.2364595
1/2/2001,883.9055945
1/3/2001,861.9872136
1/4/2001,819.0584415
1/5/2001,806.557734
1/8/2001,799.4382526
1/9/2001,814.9996749
1/10/2001,814.0721513
1/11/2001,803.2111559
1/12/2001,812.265775
1/15/2001,812.265775
1/16/2001,823.8965585
1/17/2001,803.6301406
1/18/2001,812.9001234
1/19/2001,800.442386
1/22/2001,816.1767865
1/23/2001,824.5511556
1/24/2001,823.9116992
1/25/2001,837.9736514
1/26/2001,839.0503437
1/29/2001,833.1118713
1/30/2001,832.4025686
1/31/2001,831.0220759
2/1/2001,835.9419632
2/2/2001,835.1064797
2/5/2001,836.2870013
2/6/2001,839.1177372
2/7/2001,836.0844686
2/8/2001,835.7863274
2/9/2001,835.5487865
2/12/2001,850.7630528
2/13/2001,831.9286894
2/14/2001,825.8551785
2/15/2001,820.4624349
2/16/2001,813.3077923
2/19/2001,813.2934947
2/20/2001,811.4537183
2/21/2001,811.8679056
2/22/2001,803.206607
2/23/2001,802.2650149
2/26/2001,820.7496275
2/27/2001,816.7616803
2/28/2001,820.9580391
3/1/2001,814.0993672
3/2/2001,815.6560383
3/5/2001,813.2657226
3/6/2001,802.2918117
3/7/2001,785.0357725
3/8/2001,787.5776783
3/9/2001,786.2735684
3/12/2001,755.8509767
3/13/2001,755.9678235
3/14/2001,741.4394612
3/15/2001,742.1837798
3/16/2001,718.4973414
3/19/2001,732.5421016
3/20/2001,718.7191497
3/21/2001,693.358765
3/22/2001,685.2825548
3/23/2001,702.0507773
3/26/2001,716.9541785
3/27/2001,730.1221739
3/28/2001,735.266812
3/29/2001,740.1350772
3/30/2001,749.1642651
4/2/2001,726.3676765
4/3/2001,709.5158772
4/4/2001,716.8806606
4/5/2001,739.4357404
4/6/2001,736.0474148
4/9/2001,748.1979756
4/10/2001,748.4917017
4/11/2001,732.0746326
4/12/2001,747.9781577
4/13/2001,747.9781577
4/16/2001,749.9475629
4/17/2001,770.3712638
4/18/2001,769.4960202
4/19/2001,760.7688254
4/20/2001,751.5539849
4/23/2001,748.3779438
4/24/2001,738.0099884
4/25/2001,756.3897451
4/26/2001,764.0103394
4/27/2001,776.756913
4/30/2001,784.5978612
5/1/2001,786.7062103
5/2/2001,782.3343727
5/3/2001,771.648222
5/4/2001,783.4339039
5/7/2001,785.9331331
5/8/2001,784.3193852
5/9/2001,786.4760478
5/10/2001,777.7765675
5/11/2001,775.5325078
5/14/2001,776.5904886
5/15/2001,776.0460153
5/16/2001,802.4291817
5/17/2001,814.3147415
5/18/2001,809.9261026
5/21/2001,817.2129815
5/22/2001,809.8580357
5/23/2001,795.5419903
5/24/2001,799.8394006
5/25/2001,795.2005542
5/28/2001,795.2005542
5/29/2001,801.7471695
5/30/2001,797.8630296
5/31/2001,801.6009102
6/1/2001,812.0274709
6/4/2001,822.3529186
6/5/2001,833.392805
6/6/2001,826.3730456
6/7/2001,830.1767753
6/8/2001,824.8187177
6/11/2001,812.3469143
6/12/2001,809.649965
6/13/2001,809.2740464
6/14/2001,806.3652085
6/15/2001,807.3526041
6/18/2001,809.9577158
6/19/2001,813.5531672
6/20/2001,826.2210815
6/21/2001,829.0990383
6/22/2001,802.9536408
6/25/2001,794.8438558
6/26/2001,793.6488428
6/27/2001,787.031994
6/28/2001,795.7789021
6/29/2001,783.402128
7/2/2001,789.1120247
7/3/2001,788.3764704
7/4/2001,788.3764704
7/5/2001,778.1910143
7/6/2001,770.3175593
7/9/2001,783.277898
7/10/2001,774.3390956
7/11/2001,767.4139325
7/12/2001,758.8075365
7/13/2001,768.7794786
7/16/2001,761.8265336
7/17/2001,773.0682437
7/18/2001,791.706106
7/19/2001,791.5011243
7/20/2001,795.6683499
7/23/2001,784.1852579
7/24/2001,770.0819816
7/25/2001,777.3554685
7/26/2001,782.4759492
7/27/2001,785.2753594
7/30/2001,788.5573392
7/31/2001,801.8140431
8/1/2001,796.2755752
8/2/2001,789.6306812
8/3/2001,788.5055367
8/6/2001,784.5945109
8/7/2001,787.6984595
8/8/2001,777.0964387
8/9/2001,779.0112066
8/10/2001,787.1246038
8/13/2001,794.7889934
8/14/2001,795.6973689
8/15/2001,793.2956488
8/16/2001,792.4406398
8/17/2001,787.5690021
8/20/2001,793.5238232
8/21/2001,790.9234769
8/22/2001,799.5896588
8/23/2001,802.046264
8/24/2001,810.1175489
8/27/2001,807.6030849
8/28/2001,796.302279
8/29/2001,790.6848165
8/30/2001,785.0281879
8/31/2001,777.3234194
9/3/2001,777.3234194
9/4/2001,786.7325465
9/5/2001,796.5662836
9/6/2001,782.1757571
9/7/2001,765.2644849
9/10/2001,772.6260331
9/11/2001,772.6270538
9/12/2001,772.6270538
9/13/2001,772.6270538
9/14/2001,772.6270538
9/17/2001,760.9623713
9/18/2001,749.0697432
9/19/2001,737.0357751
9/20/2001,727.8936372
9/21/2001,709.0166109
9/24/2001,714.5438502
9/25/2001,725.8241705
9/26/2001,740.3350042
9/27/2001,764.4969497
9/28/2001,771.0844461
10/1/2001,779.6442929
10/2/2001,786.0815879
10/3/2001,782.0071326
10/4/2001,776.1223329
10/5/2001,783.1902102
10/8/2001,777.1909714
10/9/2001,774.3500776
10/10/2001,788.3594324
10/11/2001,785.8492872
10/12/2001,787.8696281
10/15/2001,796.8034749
10/16/2001,797.9325262
10/17/2001,789.0269496
10/18/2001,784.8792343
10/19/2001,791.2999049
10/22/2001,807.9991028
10/23/2001,795.2217768
10/24/2001,793.7269403
10/25/2001,798.9000251
10/26/2001,800.1333503
10/29/2001,791.9439968
10/30/2001,781.3921075
10/31/2001,778.3787678
11/1/2001,787.0725025
11/2/2001,784.5797284
11/5/2001,787.9352571
11/6/2001,793.6049873
11/7/2001,788.1658785
11/8/2001,782.6972824
11/9/2001,779.7059103
11/12/2001,780.3967873
11/13/2001,787.4742956
11/14/2001,784.6205956
11/15/2001,786.9693234
11/16/2001,790.1425881
11/19/2001,801.4347774
11/20/2001,805.6614495
11/21/2001,814.0800746
11/22/2001,814.0800746
11/23/2001,818.0578296
11/26/2001,824.0491844
11/27/2001,818.637801
11/28/2001,810.7673271
11/29/2001,816.6354329
11/30/2001,818.281148
12/3/2001,818.5691184
12/4/2001,817.0616663
12/5/2001,818.1824053
12/6/2001,816.8474057
12/7/2001,815.6979672
12/10/2001,803.7905956
12/11/2001,792.6027807
12/12/2001,782.0854216
12/13/2001,778.9854008
12/14/2001,782.7858451
12/17/2001,791.5396705
12/18/2001,795.1969599
12/19/2001,798.9006826
12/20/2001,799.9358039
12/21/2001,805.2001231
12/24/2001,806.3964777
12/25/2001,806.3964777
12/26/2001,807.8497914
12/27/2001,807.1492981
12/28/2001,809.4990398
12/31/2001,799.7517029
1/1/2002,799.7482774
1/2/2002,795.5343045
1/3/2002,788.3254043
1/4/2002,787.7029125
1/7/2002,782.4246755
1/8/2002,782.1973493
1/9/2002,780.5075301
1/10/2002,789.5115351
1/11/2002,791.3456945
1/14/2002,789.3698651
1/15/2002,788.0962254
1/16/2002,785.2064149
1/17/2002,783.9517312
1/18/2002,776.8278185
1/21/2002,776.8278185
1/22/2002,786.1106968
1/23/2002,793.2599324
1/24/2002,783.8584425
1/25/2002,779.9735122
1/28/2002,774.4160368
1/29/2002,765.2362088
1/30/2002,772.3469543
1/31/2002,780.7140587
2/1/2002,782.4244986
2/4/2002,765.2974013
2/5/2002,771.7187031
2/6/2002,761.2163375
2/7/2002,755.1064323
2/8/2002,766.6707192
2/11/2002,773.2858009
2/12/2002,781.6118485
2/13/2002,784.097892
2/14/2002,778.8792643
2/15/2002,779.8962878
2/18/2002,779.8962878
2/19/2002,767.1254132
2/20/2002,779.9371852
2/21/2002,773.4173571
2/22/2002,778.8056913
2/25/2002,775.7173095
2/26/2002,776.8323293
2/27/2002,779.4127222
2/28/2002,775.6663025
3/1/2002,785.8358366
3/4/2002,788.3094604
3/5/2002,776.5289753
3/6/2002,790.4313008
3/7/2002,787.4606423
3/8/2002,784.4210422
3/11/2002,787.0289221
3/12/2002,789.9601727
3/13/2002,795.8887821
3/14/2002,796.7900886
3/15/2002,805.645854
3/18/2002,804.4126029
3/19/2002,803.801769
3/20/2002,786.9323897
3/21/2002,792.9563274
3/22/2002,791.2157681
3/25/2002,781.5891229
3/26/2002,782.2963074
3/27/2002,784.1038759
3/28/2002,785.3096442
3/29/2002,785.3096442
4/1/2002,787.423766
4/2/2002,781.1971356
4/3/2002,777.1919849
4/4/2002,763.2426021
4/5/2002,754.9943252
4/8/2002,756.200662
4/9/2002,753.6685124
4/10/2002,766.391327
4/11/2002,755.4659884
4/12/2002,759.1178854
4/15/2002,760.3162699
4/16/2002,769.0036599
4/17/2002,759.8318547
4/18/2002,772.5529165
4/19/2002,771.1082216
4/22/2002,761.1724559
4/23/2002,751.4525854
4/24/2002,749.287801
4/25/2002,749.9769685
4/26/2002,742.9640009
4/29/2002,731.7638345
4/30/2002,736.9958541
5/1/2002,746.3790816
5/2/2002,742.7057429
5/3/2002,734.9487241
5/6/2002,722.8882194
5/7/2002,710.6159822
5/8/2002,731.2252174
5/9/2002,720.4359764
5/10/2002,713.362588
5/13/2002,720.4850108
5/14/2002,732.1394102
5/15/2002,722.6465161
5/16/2002,715.1348302
5/17/2002,731.5898641
5/20/2002,723.6261786
5/21/2002,717.4515675
5/22/2002,721.0672987
5/23/2002,731.5163815
5/24/2002,721.0925302
5/27/2002,721.0925302
5/28/2002,720.2258298
5/29/2002,721.2144816
5/30/2002,721.2373477
5/31/2002,719.6592517
6/3/2002,699.8035345
6/4/2002,694.0055542
6/5/2002,700.2226777
6/6/2002,682.7415907
6/7/2002,686.3867313
6/10/2002,696.0213196
6/11/2002,672.2217248
6/12/2002,668.8289825
6/13/2002,671.1559616
6/14/2002,673.1358664
6/17/2002,689.7007186
6/18/2002,690.8659739
6/19/2002,685.4381156
6/20/2002,675.9387556
6/21/2002,654.5923848
6/24/2002,654.8304724
6/25/2002,644.1248778
6/26/2002,653.9577421
6/27/2002,668.6862391
6/28/2002,654.6989054
7/1/2002,631.2127687
7/2/2002,613.5238409
7/3/2002,614.8859851
7/4/2002,614.8859851
7/5/2002,637.489795
7/8/2002,629.2113041
7/9/2002,601.1703397
7/10/2002,572.1206796
7/11/2002,582.7775069
7/12/2002,589.7777511
7/15/2002,580.6947361
7/16/2002,578.4515067
7/17/2002,592.7579477
7/18/2002,566.282445
7/19/2002,545.4423238
7/22/2002,531.9781189
7/23/2002,528.3526914
7/24/2002,561.3884371
7/25/2002,576.3188273
7/26/2002,588.6155733
7/29/2002,613.7578327
7/30/2002,620.4935188
7/31/2002,636.0335806
8/1/2002,617.8614667
8/2/2002,613.7819978
8/5/2002,588.9713614
8/6/2002,602.0257483
8/7/2002,621.3969841
8/8/2002,643.5941039
8/9/2002,643.0835425
8/12/2002,644.3968128
8/13/2002,623.46706
8/14/2002,646.3173294
8/15/2002,648.6090003
8/16/2002,643.6265106
8/19/2002,652.6699347
8/20/2002,646.9632462
8/21/2002,657.3371123
8/22/2002,675.5574047
8/23/2002,660.8927504
8/26/2002,665.9004788
8/27/2002,648.0517673
8/28/2002,641.1700242
8/29/2002,642.7708633
8/30/2002,642.1197062
9/2/2002,642.1197062
9/3/2002,615.1891921
9/4/2002,631.4779851
9/5/2002,625.0358842
9/6/2002,625.9542939
9/9/2002,633.0058464
