Date,USA IMI/MATERIALS
7/17/1998,473.032619
7/20/1998,471.1180411
7/21/1998,466.6061081
7/22/1998,462.7899392
7/23/1998,452.2799085
7/24/1998,450.4614632
7/27/1998,449.9924814
7/28/1998,444.0183044
7/29/1998,446.0449901
7/30/1998,449.4481966
7/31/1998,442.7521454
8/3/1998,438.7398721
8/4/1998,429.0381057
8/5/1998,430.1527759
8/6/1998,433.3646546
8/7/1998,438.3825709
8/10/1998,434.9877433
8/11/1998,424.7324176
8/12/1998,430.4027488
8/13/1998,420.5519613
8/14/1998,412.1004756
8/17/1998,417.3795936
8/18/1998,423.4449151
8/19/1998,423.4702826
8/20/1998,425.1426427
8/21/1998,420.9369444
8/24/1998,425.3056571
8/25/1998,424.2100585
8/26/1998,417.1821356
8/27/1998,402.9404797
8/28/1998,397.9683903
8/31/1998,382.515051
9/1/1998,385.5144793
9/2/1998,386.940293
9/3/1998,385.8559072
9/4/1998,388.4823812
9/7/1998,388.4823812
9/8/1998,400.0070466
9/9/1998,396.6696422
9/10/1998,385.5853605
9/11/1998,392.5331753
9/14/1998,401.2283634
9/15/1998,404.3262045
9/16/1998,407.271516
9/17/1998,399.1254251
9/18/1998,396.3480036
9/21/1998,395.5390242
9/22/1998,397.3712582
9/23/1998,406.1189833
9/24/1998,405.1656192
9/25/1998,408.2248065
9/28/1998,416.2046619
9/29/1998,412.3090074
9/30/1998,398.4562009
10/1/1998,389.4605743
10/2/1998,393.6316055
10/5/1998,390.3075796
10/6/1998,389.5138386
10/7/1998,389.310937
10/8/1998,387.0552562
10/9/1998,396.7509585
10/12/1998,403.6817371
10/13/1998,390.8582888
10/14/1998,386.621987
10/15/1998,401.2869709
10/16/1998,415.7884845
10/19/1998,420.9028113
10/20/1998,425.7584659
10/21/1998,419.1653794
10/22/1998,415.5310085
10/23/1998,407.4277733
10/26/1998,407.232813
10/27/1998,404.6191501
10/28/1998,400.7790929
10/29/1998,405.4663641
10/30/1998,415.1567276
11/2/1998,419.6803905
11/3/1998,424.6860949
11/4/1998,426.5102919
11/5/1998,437.9023564
11/6/1998,440.2419949
11/9/1998,435.7916838
11/10/1998,429.2771574
11/11/1998,424.4016224
11/12/1998,423.4682267
11/13/1998,429.2665174
11/16/1998,432.1498803
11/17/1998,431.6298774
11/18/1998,431.5990726
11/19/1998,430.0160416
11/20/1998,430.7410011
11/23/1998,432.8068238
11/24/1998,436.9345361
11/25/1998,437.0035292
11/26/1998,437.0035292
11/27/1998,436.9426388
11/30/1998,430.6400779
12/1/1998,426.496795
12/2/1998,423.5140394
12/3/1998,415.9472751
12/4/1998,417.5161244
12/7/1998,421.6092829
12/8/1998,417.3560919
12/9/1998,414.250508
12/10/1998,408.6559554
12/11/1998,405.6213753
12/14/1998,406.4351892
12/15/1998,403.8132558
12/16/1998,398.9014504
12/17/1998,406.5406271
12/18/1998,402.3354017
12/21/1998,406.9973454
12/22/1998,403.402519
12/23/1998,409.9193653
12/24/1998,413.3594783
12/25/1998,413.3594783
12/28/1998,413.951319
12/29/1998,417.6500444
12/30/1998,416.7401082
12/31/1998,420.7854883
1/1/1999,420.7854883
1/4/1999,423.2089544
1/5/1999,428.8607972
1/6/1999,436.4995468
1/7/1999,433.1421147
1/8/1999,445.4411226
1/11/1999,444.7878627
1/12/1999,435.8275699
1/13/1999,430.7224557
1/14/1999,421.1645279
1/15/1999,428.067122
1/18/1999,428.067122
1/19/1999,423.2945444
1/20/1999,418.3067955
1/21/1999,416.3525441
1/22/1999,410.6239284
1/25/1999,415.8258399
1/26/1999,417.232354
1/27/1999,410.5861251
1/28/1999,409.4853611
1/29/1999,408.1824036
2/1/1999,410.7673593
2/2/1999,413.2127576
2/3/1999,413.6386341
2/4/1999,418.7101936
2/5/1999,424.2366407
2/8/1999,423.8469128
2/9/1999,417.4322334
2/10/1999,417.3504178
2/11/1999,416.1647818
2/12/1999,413.9790419
2/15/1999,413.9790419
2/16/1999,408.2018337
2/17/1999,403.657949
2/18/1999,404.2204595
2/19/1999,406.9464736
2/22/1999,414.3024443
2/23/1999,411.7999414
2/24/1999,411.1981529
2/25/1999,409.9443342
2/26/1999,407.9434442
3/1/1999,407.3077726
3/2/1999,403.6382406
3/3/1999,400.9730762
3/4/1999,404.6144524
3/5/1999,412.5149929
3/8/1999,410.8953402
3/9/1999,407.0097539
3/10/1999,416.3951991
3/11/1999,418.482791
3/12/1999,418.0007803
3/15/1999,418.0936444
3/16/1999,418.7876208
3/17/1999,418.5959645
3/18/1999,424.3568884
3/19/1999,422.4353345
3/22/1999,421.3852041
3/23/1999,413.1239472
3/24/1999,412.9898913
3/25/1999,416.9560785
3/26/1999,412.9326462
3/29/1999,420.2104268
3/30/1999,416.8863121
3/31/1999,415.3697096
4/1/1999,418.5606373
4/2/1999,418.5606373
4/5/1999,421.1177314
4/6/1999,416.9573422
4/7/1999,418.8198025
4/8/1999,421.2613594
4/9/1999,422.7248677
4/12/1999,432.6382174
4/13/1999,436.5848642
4/14/1999,459.966783
4/15/1999,477.1878104
4/16/1999,481.8692273
4/19/1999,491.9546737
4/20/1999,484.7652193
4/21/1999,483.4358082
4/22/1999,479.1236612
4/23/1999,485.3348045
4/26/1999,480.3565338
4/27/1999,488.0766186
4/28/1999,510.1598411
4/29/1999,516.3067541
4/30/1999,510.2589151
5/3/1999,521.8431942
5/4/1999,516.2521525
5/5/1999,522.5080958
5/6/1999,529.8964084
5/7/1999,531.4138209
5/10/1999,530.6954811
5/11/1999,527.3675034
5/12/1999,518.6913461
5/13/1999,518.7091488
5/14/1999,516.8944514
5/17/1999,510.7215013
5/18/1999,503.6271167
5/19/1999,506.8121108
5/20/1999,503.7386697
5/21/1999,503.8882492
5/24/1999,502.1138351
5/25/1999,493.9567722
5/26/1999,493.9763582
5/27/1999,483.0451894
5/28/1999,479.530701
5/31/1999,479.530701
6/1/1999,495.1350738
6/2/1999,492.1459699
6/3/1999,493.5015214
6/4/1999,502.4830401
6/7/1999,503.9235001
6/8/1999,499.8265418
6/9/1999,499.0733162
6/10/1999,501.2417275
6/11/1999,498.4947635
6/14/1999,508.3796404
6/15/1999,510.5967408
6/16/1999,509.9066213
6/17/1999,510.3676136
6/18/1999,512.9645273
6/21/1999,506.5656031
6/22/1999,499.9148173
6/23/1999,499.7344659
6/24/1999,489.9576295
6/25/1999,493.4442177
6/28/1999,497.1776901
6/29/1999,501.5562293
6/30/1999,499.8961538
7/1/1999,505.7596819
7/2/1999,511.4648182
7/5/1999,511.4648182
7/6/1999,508.8793759
7/7/1999,507.9280106
7/8/1999,504.2966637
7/9/1999,513.0481367
7/12/1999,509.6529741
7/13/1999,509.9615924
7/14/1999,509.2356288
7/15/1999,504.7260388
7/16/1999,504.471498
7/19/1999,499.5552619
7/20/1999,499.0506987
7/21/1999,501.0570978
7/22/1999,504.0335834
7/23/1999,499.6755554
7/26/1999,493.4727527
7/27/1999,500.7992011
7/28/1999,500.0187669
7/29/1999,493.845577
7/30/1999,492.2317411
8/2/1999,497.9241243
8/3/1999,496.5575107
8/4/1999,501.7228787
8/5/1999,505.148361
8/6/1999,500.9327087
8/9/1999,495.8766123
8/10/1999,491.1339165
8/11/1999,503.6514514
8/12/1999,503.5482895
8/13/1999,505.8918012
8/16/1999,502.5344365
8/17/1999,506.5942852
8/18/1999,500.3964406
8/19/1999,502.4897183
8/20/1999,506.5553111
8/23/1999,508.1246428
8/24/1999,504.0952167
8/25/1999,492.9195056
8/26/1999,488.8176174
8/27/1999,485.79891
8/30/1999,476.2816348
8/31/1999,467.05429
9/1/1999,474.8786042
9/2/1999,473.6175065
9/3/1999,477.8860866
9/6/1999,477.8860866
9/7/1999,475.5842618
9/8/1999,473.5988729
9/9/1999,475.0990507
9/10/1999,477.9944084
9/13/1999,483.2258428
9/14/1999,476.08317
9/15/1999,469.9976038
9/16/1999,463.8456045
9/17/1999,466.3626004
9/20/1999,463.4122471
9/21/1999,455.6355564
9/22/1999,453.4560643
9/23/1999,442.7156412
9/24/1999,436.980174
9/27/1999,444.2463598
9/28/1999,441.273666
9/29/1999,443.8506741
9/30/1999,450.7500576
10/1/1999,448.5822217
10/4/1999,453.1625645
10/5/1999,449.9602452
10/6/1999,453.2805454
10/7/1999,458.8977559
10/8/1999,463.733756
10/11/1999,460.7871831
10/12/1999,454.4646526
10/13/1999,449.8541729
10/14/1999,453.5497093
10/15/1999,440.6437719
10/18/1999,445.0314641
10/19/1999,441.8648775
10/20/1999,443.0057802
10/21/1999,445.7089778
10/22/1999,448.949141
10/25/1999,450.0243572
10/26/1999,443.2945771
10/27/1999,444.5091268
10/28/1999,445.5168014
10/29/1999,455.9506006
11/1/1999,450.5931947
11/2/1999,454.0493386
11/3/1999,458.9000824
11/4/1999,462.3814725
11/5/1999,464.5446273
11/8/1999,456.565196
11/9/1999,460.4106722
11/10/1999,462.0585897
11/11/1999,460.6259163
11/12/1999,462.4767014
11/15/1999,471.1191225
11/16/1999,474.5120703
11/17/1999,471.1149142
11/18/1999,471.7221216
11/19/1999,468.3442429
11/22/1999,462.2627268
11/23/1999,459.3845348
11/24/1999,459.3464642
11/25/1999,459.3464642
11/26/1999,457.2219566
11/29/1999,450.0913658
11/30/1999,453.951101
12/1/1999,453.9168793
12/2/1999,462.543907
12/3/1999,468.3104377
12/6/1999,468.2947088
12/7/1999,463.9050585
12/8/1999,462.4548948
12/9/1999,461.7334555
12/10/1999,467.1877992
12/13/1999,465.8518227
12/14/1999,474.4202262
12/15/1999,482.5447528
12/16/1999,476.2935291
12/17/1999,484.1839469
12/20/1999,471.5505917
12/21/1999,468.7517857
12/22/1999,468.4063554
12/23/1999,478.316942
12/24/1999,478.316942
12/27/1999,475.0534254
12/28/1999,485.4982474
12/29/1999,495.7591308
12/30/1999,490.2845235
12/31/1999,497.6319993
1/3/2000,488.5656176
1/4/2000,479.9555312
1/5/2000,497.1025055
1/6/2000,512.0532102
1/7/2000,516.4485617
1/10/2000,510.7685276
1/11/2000,503.1562433
1/12/2000,501.5793975
1/13/2000,501.6702611
1/14/2000,499.2231689
1/17/2000,499.2231689
1/18/2000,485.0748528
1/19/2000,482.5141093
1/20/2000,471.9947047
1/21/2000,466.7914707
1/24/2000,459.0377337
1/25/2000,450.2185572
1/26/2000,451.417848
1/27/2000,452.0361228
1/28/2000,446.0937928
1/31/2000,443.1319817
2/1/2000,450.1812878
2/2/2000,449.9307729
2/3/2000,447.3282851
2/4/2000,444.5942327
2/7/2000,437.3548055
2/8/2000,434.4717916
2/9/2000,427.9459909
2/10/2000,423.4517952
2/11/2000,415.4175053
2/14/2000,420.9583019
2/15/2000,433.7684914
2/16/2000,428.8348608
2/17/2000,427.4201746
2/18/2000,415.5570574
2/21/2000,415.5570574
2/22/2000,426.5052026
2/23/2000,418.8640233
2/24/2000,408.6125438
2/25/2000,402.0729375
2/28/2000,404.0990479
2/29/2000,403.5371096
3/1/2000,397.0312502
3/2/2000,388.6730896
3/3/2000,403.9483394
3/6/2000,393.7049531
3/7/2000,380.5235642
3/8/2000,387.3537788
3/9/2000,389.5381115
3/10/2000,391.8426633
3/13/2000,396.5557351
3/14/2000,388.6686313
3/15/2000,412.3005182
3/16/2000,436.4187797
3/17/2000,423.7538244
3/20/2000,429.2134801
3/21/2000,433.5565536
3/22/2000,423.5167803
3/23/2000,433.991868
3/24/2000,433.7294173
3/27/2000,429.2083035
3/28/2000,425.39706
3/29/2000,431.5158475
3/30/2000,441.5368298
3/31/2000,446.1558252
4/3/2000,457.2408746
4/4/2000,452.820709
4/5/2000,448.3845893
4/6/2000,448.6389398
4/7/2000,443.370097
4/10/2000,451.3130665
4/11/2000,461.7449093
4/12/2000,470.2506235
4/13/2000,460.1889315
4/14/2000,436.9955488
4/17/2000,437.9936996
4/18/2000,428.859589
4/19/2000,425.1822598
4/20/2000,431.560456
4/21/2000,431.560456
4/24/2000,434.8573493
4/25/2000,435.2353837
4/26/2000,429.1293858
4/27/2000,427.6480453
4/28/2000,429.8909894
5/1/2000,431.9952859
5/2/2000,439.0607214
5/3/2000,433.3215022
5/4/2000,438.106491
5/5/2000,443.8105778
5/8/2000,441.1128698
5/9/2000,440.7512042
5/10/2000,437.6225928
5/11/2000,445.6753301
5/12/2000,445.024875
5/15/2000,454.8838487
5/16/2000,453.5703708
5/17/2000,449.6336238
5/18/2000,448.8185892
5/19/2000,446.5130415
5/22/2000,444.7576174
5/23/2000,437.4806314
5/24/2000,434.6893369
5/25/2000,422.1420463
5/26/2000,415.7290588
5/29/2000,415.7290588
5/30/2000,422.0852599
5/31/2000,417.90457
6/1/2000,417.9794459
6/2/2000,425.6958831
6/5/2000,423.5767354
6/6/2000,420.2792296
6/7/2000,414.7187354
6/8/2000,413.0223458
6/9/2000,412.9184331
6/12/2000,412.7207546
6/13/2000,406.267895
6/14/2000,416.3951103
6/15/2000,414.3492066
6/16/2000,412.7383036
6/19/2000,403.6957585
6/20/2000,398.2072864
6/21/2000,394.6799113
6/22/2000,393.4867576
6/23/2000,393.0578826
6/26/2000,387.6785173
6/27/2000,399.2983465
6/28/2000,398.3459671
6/29/2000,394.6064937
6/30/2000,386.4100666
7/3/2000,398.0040566
7/4/2000,398.0040566
7/5/2000,398.243143
7/6/2000,391.8073507
7/7/2000,388.829507
7/10/2000,396.1191522
7/11/2000,412.9453167
7/12/2000,409.3197598
7/13/2000,414.0439747
7/14/2000,408.5990298
7/17/2000,400.807889
7/18/2000,396.6464241
7/19/2000,394.4984437
7/20/2000,393.1222582
7/21/2000,396.0803509
7/24/2000,393.1188684
7/25/2000,393.048624
7/26/2000,389.5616775
7/27/2000,392.1794381
7/28/2000,389.559853
7/31/2000,392.009187
8/1/2000,395.3715146
8/2/2000,395.6112033
8/3/2000,395.4130249
8/4/2000,393.5118148
8/7/2000,401.2732021
8/8/2000,409.9513244
8/9/2000,409.6667701
8/10/2000,403.9994531
8/11/2000,413.8792661
8/14/2000,414.9138317
8/15/2000,414.9658405
8/16/2000,416.5910361
8/17/2000,415.9402067
8/18/2000,413.5083873
8/21/2000,408.9036135
8/22/2000,406.6071108
8/23/2000,401.6715508
8/24/2000,402.6974209
8/25/2000,403.0958325
8/28/2000,401.4732563
8/29/2000,398.3598757
8/30/2000,397.1989363
8/31/2000,399.7669387
9/1/2000,399.8038494
9/4/2000,399.8038494
9/5/2000,406.0932303
9/6/2000,411.4742544
9/7/2000,395.1097073
9/8/2000,390.8800893
9/11/2000,387.944715
9/12/2000,384.7576929
9/13/2000,383.1901607
9/14/2000,377.765647
9/15/2000,369.506808
9/18/2000,367.6174368
9/19/2000,358.7851047
9/20/2000,354.9298389
9/21/2000,352.2499738
9/22/2000,353.3689325
9/25/2000,349.7312462
9/26/2000,345.067805
9/27/2000,346.4477222
9/28/2000,355.2766345
9/29/2000,362.0334224
10/2/2000,357.6990326
10/3/2000,373.1090409
10/4/2000,378.3607042
10/5/2000,372.2870535
10/6/2000,370.6423603
10/9/2000,373.2700348
10/10/2000,370.7555176
10/11/2000,364.6955776
10/12/2000,355.0586533
10/13/2000,349.4786327
10/16/2000,351.6010517
10/17/2000,344.2582888
10/18/2000,350.5189755
10/19/2000,349.9838418
10/20/2000,348.5399678
10/23/2000,347.7739343
10/24/2000,363.2023398
10/25/2000,358.2514842
10/26/2000,362.7948453
10/27/2000,366.0660154
10/30/2000,390.6531993
10/31/2000,394.6372756
11/1/2000,389.1313066
11/2/2000,387.5578911
11/3/2000,390.2822143
11/6/2000,390.2603356
11/7/2000,394.1058854
11/8/2000,396.400974
11/9/2000,391.4394344
11/10/2000,384.3882347
11/13/2000,387.2987185
11/14/2000,390.2887136
11/15/2000,395.1719973
11/16/2000,382.4394219
11/17/2000,382.1492129
11/20/2000,376.469189
11/21/2000,375.7151608
11/22/2000,373.9468049
11/23/2000,373.9468049
11/24/2000,378.1125711
11/27/2000,377.6095118
11/28/2000,378.5177652
11/29/2000,385.1179517
11/30/2000,383.5148774
12/1/2000,395.0099024
12/4/2000,411.4550167
12/5/2000,414.5577041
12/6/2000,406.5805015
12/7/2000,396.7236963
12/8/2000,404.4664029
12/11/2000,404.3084877
12/12/2000,401.5020625
12/13/2000,401.7280363
12/14/2000,400.6875612
12/15/2000,392.6806178
12/18/2000,402.2393403
12/19/2000,410.5082916
12/20/2000,401.758746
12/21/2000,413.7180155
12/22/2000,431.7012191
12/25/2000,431.7012191
12/26/2000,433.9740231
12/27/2000,440.5574206
12/28/2000,446.4761442
12/29/2000,438.1369493
1/1/2001,438.1369493
1/2/2001,428.7928384
1/3/2001,436.9851598
1/4/2001,447.4071994
1/5/2001,436.9636944
1/8/2001,438.5155033
1/9/2001,425.097628
1/10/2001,426.1447948
1/11/2001,418.472833
1/12/2001,413.4638966
1/15/2001,413.4638966
1/16/2001,424.6726782
1/17/2001,420.6707685
1/18/2001,419.5627139
1/19/2001,408.3090229
1/22/2001,410.6576915
1/23/2001,414.116963
1/24/2001,413.1741072
1/25/2001,418.3489083
1/26/2001,412.9770809
1/29/2001,416.1830001
1/30/2001,428.560668
1/31/2001,433.1929504
2/1/2001,437.0845075
2/2/2001,432.9139477
2/5/2001,435.915233
2/6/2001,435.4743827
2/7/2001,435.9414572
2/8/2001,431.7755844
2/9/2001,429.9463418
2/12/2001,431.4563099
2/13/2001,432.9102258
2/14/2001,429.4434544
2/15/2001,440.6066468
2/16/2001,430.9955253
2/19/2001,430.9955253
2/20/2001,427.7148962
2/21/2001,422.2199845
2/22/2001,424.309931
2/23/2001,418.2072274
2/26/2001,435.4644638
2/27/2001,435.5245007
2/28/2001,436.8191716
3/1/2001,437.4074596
3/2/2001,445.2400663
3/5/2001,453.8834293
3/6/2001,453.5260699
3/7/2001,464.0293611
3/8/2001,467.6824031
3/9/2001,461.3275431
3/12/2001,446.4225615
3/13/2001,441.9482876
3/14/2001,429.7490376
3/15/2001,425.1774654
3/16/2001,422.3357317
3/19/2001,431.0525525
3/20/2001,430.2924263
3/21/2001,420.0621989
3/22/2001,408.097774
3/23/2001,410.9105519
3/26/2001,418.8246544
3/27/2001,426.3444727
3/28/2001,422.3782028
3/29/2001,419.241477
3/30/2001,421.9739183
4/2/2001,419.9790152
4/3/2001,411.3984032
4/4/2001,420.0733729
4/5/2001,433.5642316
4/6/2001,424.3850383
4/9/2001,431.9629062
4/10/2001,447.56124
4/11/2001,441.149094
4/12/2001,443.1343533
4/13/2001,443.1343533
4/16/2001,444.751534
4/17/2001,444.391988
4/18/2001,456.7445589
4/19/2001,452.6450846
4/20/2001,448.4903229
4/23/2001,445.8514902
4/24/2001,447.7165988
4/25/2001,448.0958014
4/26/2001,457.0985791
4/27/2001,458.3125659
4/30/2001,456.6996118
5/1/2001,459.9605785
5/2/2001,462.6553797
5/3/2001,458.2273481
5/4/2001,467.1334413
5/7/2001,462.8989847
5/8/2001,464.2085612
5/9/2001,467.9426025
5/10/2001,473.7705684
5/11/2001,467.9705711
5/14/2001,472.0885595
5/15/2001,475.7436987
5/16/2001,496.6882643
5/17/2001,501.9625135
5/18/2001,499.3947674
5/21/2001,502.4350439
5/22/2001,494.7669625
5/23/2001,487.4910245
5/24/2001,477.6551607
5/25/2001,478.0518064
5/28/2001,478.0518064
5/29/2001,481.3482537
5/30/2001,473.1430389
5/31/2001,477.7823114
6/1/2001,479.4962287
6/4/2001,483.9806086
6/5/2001,488.9921764
6/6/2001,484.9242566
6/7/2001,486.2209929
6/8/2001,483.9684705
6/11/2001,478.4570839
6/12/2001,475.3452702
6/13/2001,477.0428513
6/14/2001,466.1356366
6/15/2001,463.6559179
6/18/2001,461.8313115
6/19/2001,461.7767359
6/20/2001,465.5384588
6/21/2001,465.0124095
6/22/2001,456.665563
6/25/2001,450.1582411
6/26/2001,453.5363147
6/27/2001,457.1410714
6/28/2001,459.4289413
6/29/2001,462.4816636
7/2/2001,466.4839201
7/3/2001,463.5436637
7/4/2001,463.5436637
7/5/2001,464.3883258
7/6/2001,456.8242011
7/9/2001,460.9177165
7/10/2001,458.5347897
7/11/2001,457.5141419
7/12/2001,465.3168687
7/13/2001,465.6821165
7/16/2001,459.5542889
7/17/2001,460.9306375
7/18/2001,467.1588069
7/19/2001,469.854229
7/20/2001,466.1862622
7/23/2001,459.2062569
7/24/2001,446.4542823
7/25/2001,455.7927206
7/26/2001,458.2980212
7/27/2001,454.3224257
7/30/2001,454.6869252
7/31/2001,463.3605622
8/1/2001,460.7724446
8/2/2001,463.5761381
8/3/2001,463.0406872
8/6/2001,459.5373597
8/7/2001,457.2550716
8/8/2001,451.7203506
8/9/2001,450.929733
8/10/2001,457.1527407
8/13/2001,459.0853206
8/14/2001,461.9693845
8/15/2001,459.6996964
8/16/2001,459.474984
8/17/2001,458.6943812
8/20/2001,459.3089747
8/21/2001,459.4131009
8/22/2001,460.6109344
8/23/2001,460.6361209
8/24/2001,469.5881693
8/27/2001,469.1237364
8/28/2001,463.9602392
8/29/2001,461.0786922
8/30/2001,456.7546292
8/31/2001,460.7326466
9/3/2001,460.7326466
9/4/2001,466.0152073
9/5/2001,464.4175521
9/6/2001,458.6930635
9/7/2001,444.9208532
9/10/2001,436.8035279
9/11/2001,436.8035279
9/12/2001,436.8035279
9/13/2001,436.8035279
9/14/2001,436.8035279
9/17/2001,399.9951437
9/18/2001,402.2370149
9/19/2001,395.6583097
9/20/2001,379.3523916
9/21/2001,371.8779426
9/24/2001,389.026214
9/25/2001,390.1772656
9/26/2001,387.5059723
9/27/2001,393.7772294
9/28/2001,405.7888136
10/1/2001,402.0615581
10/2/2001,405.3752804
10/3/2001,408.9308299
10/4/2001,405.7827822
10/5/2001,409.8536196
10/8/2001,401.4881044
10/9/2001,405.7350599
10/10/2001,417.636895
10/11/2001,431.5206786
10/12/2001,428.2480602
10/15/2001,425.8211213
10/16/2001,429.8131527
10/17/2001,422.6435838
10/18/2001,420.5797126
10/19/2001,418.7779869
10/22/2001,429.4179646
10/23/2001,428.7537012
10/24/2001,427.1937406
10/25/2001,428.6518243
10/26/2001,433.3164992
10/29/2001,426.7575906
10/30/2001,420.8903122
10/31/2001,417.9858716
11/1/2001,425.6727421
11/2/2001,430.0692194
11/5/2001,431.6413853
11/6/2001,437.3645182
11/7/2001,438.2230876
11/8/2001,437.5322376
11/9/2001,438.1858573
11/12/2001,434.0096769
11/13/2001,444.7872652
11/14/2001,452.0150931
11/15/2001,456.3005698
11/16/2001,455.9652928
11/19/2001,462.9543109
11/20/2001,461.5664462
11/21/2001,458.2562658
11/22/2001,458.2562658
11/23/2001,465.2223421
11/26/2001,462.3893956
11/27/2001,462.5249078
11/28/2001,458.506668
11/29/2001,458.116868
11/30/2001,462.6117356
12/3/2001,457.6770331
12/4/2001,461.8277652
12/5/2001,475.5392648
12/6/2001,474.8644482
12/7/2001,466.9586788
12/10/2001,458.6607965
12/11/2001,461.6265033
12/12/2001,458.1519567
12/13/2001,449.0658117
12/14/2001,450.1186043
12/17/2001,454.2715853
12/18/2001,466.0477361
12/19/2001,458.4410024
12/20/2001,456.1628709
12/21/2001,451.7405541
12/24/2001,455.5268438
12/25/2001,455.5268438
12/26/2001,456.485758
12/27/2001,458.8314924
12/28/2001,461.2760257
12/31/2001,459.7324257
1/1/2002,459.7324257
1/2/2002,459.4162653
1/3/2002,465.1167224
1/4/2002,475.0060749
1/7/2002,473.698065
1/8/2002,467.0643831
1/9/2002,465.2436846
1/10/2002,456.3907699
1/11/2002,452.5262075
1/14/2002,439.1648768
1/15/2002,437.7110661
1/16/2002,426.9534585
1/17/2002,430.9102254
1/18/2002,429.6289338
1/21/2002,429.6289338
1/22/2002,430.768159
1/23/2002,437.8034193
1/24/2002,447.6395636
1/25/2002,456.4801493
1/28/2002,456.4261124
1/29/2002,449.1460958
1/30/2002,453.5974059
1/31/2002,463.1315135
2/1/2002,459.7361665
2/4/2002,454.2224969
2/5/2002,449.484103
2/6/2002,449.331408
2/7/2002,448.0125549
2/8/2002,456.8037547
2/11/2002,470.1920255
2/12/2002,466.9646311
2/13/2002,470.5804391
2/14/2002,467.2271298
2/15/2002,472.6054035
2/18/2002,472.6054035
2/19/2002,465.2707552
2/20/2002,471.2697051
2/21/2002,472.2463577
2/22/2002,477.5089889
2/25/2002,479.7487502
2/26/2002,482.2903953
2/27/2002,484.5982639
2/28/2002,484.0483539
3/1/2002,490.7482456
3/4/2002,505.5046145
3/5/2002,493.5771124
3/6/2002,502.3464589
3/7/2002,501.3133318
3/8/2002,498.0394608
3/11/2002,500.1770486
3/12/2002,501.2177665
3/13/2002,495.966614
3/14/2002,500.9781713
3/15/2002,505.7369917
3/18/2002,506.198062
3/19/2002,511.2905722
3/20/2002,509.2037513
3/21/2002,502.649107
3/22/2002,498.1643928
3/25/2002,492.3917476
3/26/2002,501.4967636
3/27/2002,509.9824333
3/28/2002,507.5077914
3/29/2002,507.5077914
4/1/2002,504.5260516
4/2/2002,503.3466977
4/3/2002,496.1253997
4/4/2002,491.9552719
4/5/2002,498.5046806
4/8/2002,500.1526588
4/9/2002,500.805007
4/10/2002,511.6316721
4/11/2002,506.1384245
4/12/2002,505.9103116
4/15/2002,501.9175078
4/16/2002,511.512045
4/17/2002,509.8583982
4/18/2002,505.0323327
4/19/2002,506.0514412
4/22/2002,492.5670625
4/23/2002,488.1103708
4/24/2002,484.7234948
4/25/2002,482.0115302
4/26/2002,481.8053504
4/29/2002,474.8783706
4/30/2002,485.2792099
5/1/2002,486.2632546
5/2/2002,494.9710585
5/3/2002,496.358196
5/6/2002,492.4521992
5/7/2002,496.9546469
5/8/2002,501.9054273
5/9/2002,501.9576811
5/10/2002,498.2817942
5/13/2002,502.595805
5/14/2002,511.9848624
5/15/2002,512.8961828
5/16/2002,509.3983844
5/17/2002,510.6820203
5/20/2002,506.8380885
5/21/2002,505.4439156
5/22/2002,506.9043943
5/23/2002,512.6418129
5/24/2002,507.6176941
5/27/2002,507.6176941
5/28/2002,503.7023316
5/29/2002,499.3331384
5/30/2002,496.6213129
5/31/2002,499.9021452
6/3/2002,488.5455189
6/4/2002,485.5559591
6/5/2002,492.2687979
6/6/2002,483.0459732
6/7/2002,486.208017
6/10/2002,488.1771633
6/11/2002,481.2399751
6/12/2002,485.4985191
6/13/2002,478.3260495
6/14/2002,476.1485109
6/17/2002,485.7021106
6/18/2002,488.0896166
6/19/2002,484.2890546
6/20/2002,484.8461816
6/21/2002,477.2968863
6/24/2002,478.6924304
6/25/2002,478.6607167
6/26/2002,475.3596883
6/27/2002,481.5203868
6/28/2002,487.8721632
7/1/2002,485.2387508
7/2/2002,472.911174
7/3/2002,470.6408651
7/4/2002,470.6408651
7/5/2002,484.4709583
7/8/2002,482.1843562
7/9/2002,475.5908272
7/10/2002,463.0188272
7/11/2002,456.541447
7/12/2002,454.2160495
7/15/2002,444.1309727
7/16/2002,436.2273519
7/17/2002,439.4029814
7/18/2002,431.8277536
7/19/2002,412.204652
7/22/2002,395.3991127
7/23/2002,388.2336023
7/24/2002,412.1916837
7/25/2002,420.2712738
7/26/2002,421.8273666
7/29/2002,445.5644439
7/30/2002,429.0588317
7/31/2002,429.3591091
8/1/2002,428.6765811
8/2/2002,409.7056362
8/5/2002,397.6994369
8/6/2002,412.1296816
8/7/2002,420.5291723
8/8/2002,429.5979849
8/9/2002,434.1160854
8/12/2002,431.1095199
8/13/2002,425.20557
8/14/2002,431.5519784
8/15/2002,430.3494012
8/16/2002,424.0041816
8/19/2002,432.6066332
8/20/2002,426.9902663
8/21/2002,431.7943029
8/22/2002,436.8485457
8/23/2002,429.7115718
8/26/2002,436.6156609
8/27/2002,436.3369827
8/28/2002,424.5214899
8/29/2002,425.3144066
8/30/2002,429.3789739
9/2/2002,429.3789739
9/3/2002,416.4135714
9/4/2002,420.4721765
9/5/2002,408.2067057
9/6/2002,418.324105
9/9/2002,421.7306963
9/10/2002,425.9238177
